ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399905.SZ,20201013,6551.3987,6538.8354,6557.8635,6486.3088,6541.176,10.2227,0.1563,111558450.0,130283812.0
399905.SZ,20201012,6541.176,6408.0827,6541.3102,6399.6833,6357.9711,183.2049,2.8815,144824349.0,160960006.1
399905.SZ,20201009,6357.9711,6300.0703,6373.9367,6290.4705,6192.5045,165.4666,2.672,100386231.0,115149926.3
399905.SZ,20200930,6192.5045,6245.1158,6260.1234,6155.0208,6228.7708,-36.2663,-0.5822,81484093.0,89615460.4
399905.SZ,20200929,6228.7708,6206.9908,6280.4433,6179.8807,6178.4693,50.3015,0.8141,81371164.0,91783259.8
399905.SZ,20200928,6178.4693,6255.021,6261.9304,6171.02,6236.8904,-58.4211,-0.9367,78962915.0,87526269.7
399905.SZ,20200925,6236.8904,6271.7008,6285.4717,6206.1823,6244.6389,-7.7485,-0.1241,87798788.0,92989168.3
399905.SZ,20200924,6244.6389,6353.694,6354.6827,6243.282,6392.0329,-147.394,-2.3059,112801467.0,112624608.4
399905.SZ,20200923,6392.0329,6382.2813,6411.2048,6356.1636,6358.652,33.3809,0.525,95048833.0,106027143.3
399905.SZ,20200922,6358.652,6392.025,6462.9751,6341.4838,6445.9649,-87.3129,-1.3545,121305894.0,122989741.8
399905.SZ,20200921,6445.9649,6492.2249,6515.337,6434.3239,6469.4692,-23.5043,-0.3633,126023721.0,133640323.4
399905.SZ,20200918,6469.4692,6367.7923,6473.5997,6353.5609,6367.0206,102.4486,1.6091,135226264.0,136788919.9
399905.SZ,20200917,6367.0206,6345.6715,6416.0088,6291.6343,6353.836,13.1846,0.2075,118959681.0,123682498.3
399905.SZ,20200916,6353.836,6379.5178,6387.7666,6321.5668,6387.8805,-34.0445,-0.533,113379887.0,112504425.5
399905.SZ,20200915,6387.8805,6351.0366,6388.1304,6328.5366,6351.2422,36.6383,0.5769,115184154.0,117077083.5
399905.SZ,20200914,6351.2422,6350.3551,6381.182,6297.9023,6311.967,39.2752,0.6222,130502277.0,129303970.0
399905.SZ,20200911,6311.967,6209.7881,6319.6691,6209.7881,6235.5687,76.3983,1.2252,124629194.0,115690880.1
399905.SZ,20200910,6235.5687,6404.6646,6414.9623,6219.6361,6349.2234,-113.6547,-1.7901,181049497.0,149335340.8
399905.SZ,20200909,6349.2234,6455.3053,6471.4824,6319.2713,6525.098,-175.8746,-2.6954,216916351.0,176688524.1
399905.SZ,20200908,6525.098,6493.7737,6542.9954,6432.952,6478.8124,46.2856,0.7144,161230318.0,148148725.2
399905.SZ,20200907,6478.8124,6619.8982,6669.3935,6459.1029,6618.5762,-139.7638,-2.1117,155581748.0,167216213.9
399905.SZ,20200904,6618.5762,6545.888,6631.0289,6538.4896,6662.2515,-43.6753,-0.6556,125358462.0,132077386.3
399905.SZ,20200903,6662.2515,6715.1042,6732.6741,6638.4482,6717.5579,-55.3064,-0.8233,142110335.0,151591727.8
399905.SZ,20200902,6717.5579,6725.6913,6742.5527,6647.0341,6710.4599,7.098,0.1058,149562548.0,160818469.7
399905.SZ,20200901,6710.4599,6667.168,6710.4599,6637.6339,6668.4331,42.0268,0.6302,125632490.0,140204445.9
399905.SZ,20200831,6668.4331,6719.2859,6765.8853,6667.6792,6691.2096,-22.7765,-0.3404,156024385.0,173312513.8
399905.SZ,20200828,6691.2096,6571.8981,6695.3574,6553.9227,6578.7912,112.4184,1.7088,141949593.0,155878611.7
399905.SZ,20200827,6578.7912,6538.1362,6585.7193,6486.7508,6525.8786,52.9126,0.8108,129836198.0,142139979.1
399905.SZ,20200826,6525.8786,6650.449,6660.7634,6501.2409,6652.5478,-126.6692,-1.9041,153734771.0,170546092.5
399905.SZ,20200825,6652.5478,6698.1196,6734.4378,6631.6853,6688.9647,-36.4169,-0.5444,147098130.0,158243101.1
399905.SZ,20200824,6688.9647,6667.2961,6702.7487,6589.9285,6643.9444,45.0203,0.6776,143020354.0,157948512.2
399905.SZ,20200821,6643.9444,6628.9007,6686.0233,6589.1968,6593.785,50.1594,0.7607,142963493.0,153128200.6
399905.SZ,20200820,6593.785,6622.0053,6672.4908,6570.6949,6666.274,-72.489,-1.0874,157646258.0,163429358.3
399905.SZ,20200819,6666.274,6782.5931,6782.5931,6661.9879,6789.3979,-123.1239,-1.8135,194309136.0,205475855.5
399905.SZ,20200818,6789.3979,6747.6059,6811.5637,6737.5288,6744.5468,44.8511,0.665,189166175.0,208576358.6
399905.SZ,20200817,6744.5468,6646.5418,6752.3176,6614.1849,6623.5633,120.9835,1.8266,201407357.0,207540650.7
399905.SZ,20200814,6623.5633,6542.6032,6629.5058,6506.0266,6552.6567,70.9066,1.0821,156875988.0,161300612.4
399905.SZ,20200813,6552.6567,6552.3695,6592.1163,6518.4229,6528.3999,24.2568,0.3716,162060515.0,166812245.2
399905.SZ,20200812,6528.3999,6580.0058,6599.6573,6395.006,6600.8472,-72.4473,-1.0975,177889045.0,197969436.4
399905.SZ,20200811,6600.8472,6727.7692,6756.8451,6594.9793,6725.2956,-124.4484,-1.8505,180845771.0,203427777.7
399905.SZ,20200810,6725.2956,6666.5601,6768.866,6651.7421,6688.8822,36.4134,0.5444,175353227.0,210390907.2
399905.SZ,20200807,6688.8822,6743.2907,6755.528,6578.6672,6770.3016,-81.4194,-1.2026,198128214.0,227976663.6
399905.SZ,20200806,6770.3016,6780.3265,6792.2759,6656.2782,6772.8422,-2.5406,-0.0375,205229842.0,240928921.8
399905.SZ,20200805,6772.8422,6696.687,6790.008,6653.2772,6697.7071,75.1351,1.1218,184843816.0,217994170.9
399905.SZ,20200804,6697.7071,6758.4937,6764.9049,6672.894,6739.8085,-42.1014,-0.6247,209478936.0,245084781.5
399905.SZ,20200803,6739.8085,6635.3429,6739.8085,6614.4314,6579.6696,160.1389,2.4338,207266746.0,240946720.7
399905.SZ,20200731,6579.6696,6499.3939,6619.2616,6463.415,6511.436,68.2336,1.0479,179912941.0,207862488.5
399905.SZ,20200730,6511.436,6548.7007,6564.775,6491.4492,6530.2712,-18.8352,-0.2884,177615561.0,209285453.5
399905.SZ,20200729,6530.2712,6341.0079,6530.2712,6324.0483,6359.6637,170.6075,2.6826,159221684.0,186898356.9
399905.SZ,20200728,6359.6637,6345.682,6385.3908,6307.7891,6298.7351,60.9286,0.9673,138838144.0,162440480.5
399905.SZ,20200727,6298.7351,6304.5859,6337.3275,6229.4712,6283.9831,14.752,0.2348,145542481.0,168023361.8
399905.SZ,20200724,6283.9831,6584.8093,6609.2877,6265.3789,6620.0859,-336.1028,-5.077,219017777.0,247232797.4
399905.SZ,20200723,6620.0859,6562.0485,6629.2067,6431.2609,6620.6893,-0.6034,-0.0091,207992462.0,240882435.4
399905.SZ,20200722,6620.6893,6554.1681,6699.6871,6534.7427,6563.3239,57.3654,0.874,210101198.0,232947421.3
399905.SZ,20200721,6563.3239,6546.5653,6591.0097,6500.8682,6526.8325,36.4914,0.5591,193965949.0,214682284.5
399905.SZ,20200720,6526.8325,6419.08,6526.8325,6340.6495,6344.5912,182.2413,2.8724,212413222.0,225848583.6
399905.SZ,20200717,6344.5912,6327.0265,6447.5092,6272.9416,6319.9981,24.5931,0.3891,196803909.0,215076901.7
399905.SZ,20200716,6319.9981,6642.3288,6710.995,6305.133,6638.8384,-318.8403,-4.8027,253315870.0,277008155.0
399905.SZ,20200715,6638.8384,6815.6162,6838.1524,6598.5228,6807.727,-168.8886,-2.4808,256472830.0,300879616.8
399905.SZ,20200714,6807.727,6897.0034,6897.0034,6672.7996,6899.5175,-91.7905,-1.3304,293868297.0,341854745.1
399905.SZ,20200713,6899.5175,6710.6352,6899.622,6710.6352,6676.4373,223.0802,3.3413,297305595.0,335186154.0
399905.SZ,20200710,6676.4373,6664.3263,6763.8121,6644.3586,6693.7452,-17.3079,-0.2586,288736672.0,322509785.2
399905.SZ,20200709,6693.7452,6541.2854,6712.1445,6530.0207,6535.4151,158.3301,2.4226,317412271.0,334582903.4
399905.SZ,20200708,6535.4151,6378.9461,6541.4382,6352.3731,6380.0276,155.3875,2.4355,288847389.0,292261704.9
399905.SZ,20200707,6380.0276,6368.3135,6480.0286,6300.2446,6299.8551,80.1725,1.2726,325865425.0,329327405.3
399905.SZ,20200706,6299.8551,6095.9561,6318.3081,6095.9561,6051.5099,248.3452,4.1039,302376489.0,291741992.2
399905.SZ,20200703,6051.5099,5989.9958,6052.523,5968.0663,5975.2794,76.2305,1.2758,226826818.0,217087507.6
399905.SZ,20200702,5975.2794,5880.8832,5979.9902,5858.5743,5881.8875,93.3919,1.5878,201181380.0,200063179.9
399905.SZ,20200701,5881.8875,5884.54,5885.8738,5814.7554,5864.4164,17.4711,0.2979,142832982.0,161437631.5
399905.SZ,20200630,5864.4164,5790.0647,5875.3274,5788.2081,5762.4378,101.9786,1.7697,115350324.0,139671518.5
399905.SZ,20200629,5762.4378,5774.4585,5789.1592,5740.2558,5789.0893,-26.6515,-0.4604,117761151.0,131671126.4
399905.SZ,20200624,5789.0893,5808.5388,5824.3132,5773.2908,5804.343,-15.2537,-0.2628,110241436.0,128536776.0
399905.SZ,20200623,5804.343,5783.1198,5809.2832,5755.3982,5784.0269,20.3161,0.3512,125748127.0,140277421.3
399905.SZ,20200622,5784.0269,5793.7883,5815.3942,5770.8094,5787.1482,-3.1213,-0.0539,145392349.0,157370407.8
399905.SZ,20200619,5787.1482,5733.4291,5796.3597,5727.6226,5734.403,52.7452,0.9198,141768098.0,147827142.2
399905.SZ,20200618,5734.403,5738.0314,5744.4525,5705.295,5735.4183,-1.0153,-0.0177,158154366.0,160763116.0
399905.SZ,20200617,5735.4183,5708.6871,5735.4183,5685.6241,5695.3007,40.1176,0.7044,146837518.0,153683182.9
399905.SZ,20200616,5695.3007,5633.2588,5695.3007,5624.8549,5590.6435,104.6572,1.872,133951703.0,142087502.3
399905.SZ,20200615,5590.6435,5605.8832,5661.9706,5590.6435,5591.4871,-0.8436,-0.0151,145359776.0,152567150.8
399905.SZ,20200612,5591.4871,5483.7845,5620.2062,5479.2713,5589.1019,2.3852,0.0427,129545465.0,142138382.1
399905.SZ,20200611,5589.1019,5618.6411,5673.3108,5567.538,5615.2417,-26.1398,-0.4655,127515454.0,144595249.4
399905.SZ,20200610,5615.2417,5611.6579,5616.6108,5581.9153,5610.3774,4.8643,0.0867,108368097.0,114114998.7
399905.SZ,20200609,5610.3774,5582.144,5616.0363,5560.139,5575.3036,35.0738,0.6291,114870929.0,119378870.7
399905.SZ,20200608,5575.3036,5618.3753,5627.1893,5567.2087,5585.4231,-10.1195,-0.1812,119446190.0,128061193.1
399905.SZ,20200605,5585.4231,5585.1592,5592.3453,5542.8701,5576.7535,8.6696,0.1555,112253897.0,115167433.5
399905.SZ,20200604,5576.7535,5589.3445,5597.2621,5549.3577,5572.3125,4.441,0.0797,120778465.0,123809986.1
399905.SZ,20200603,5572.3125,5583.701,5618.2892,5567.0729,5566.4438,5.8687,0.1054,138345519.0,146218273.4
399905.SZ,20200602,5566.4438,5595.3589,5596.4399,5544.1862,5569.48,-3.0362,-0.0545,139029103.0,149203304.0
399905.SZ,20200601,5569.48,5446.2912,5576.6538,5446.2912,5406.3403,163.1397,3.0176,141697582.0,147879965.4
399905.SZ,20200529,5406.3403,5349.5678,5416.6599,5336.0669,5361.167,45.1733,0.8426,105003250.0,110023218.1
399905.SZ,20200528,5361.167,5367.2664,5390.1397,5290.2897,5369.4992,-8.3322,-0.1552,102524251.0,107583819.7
399905.SZ,20200527,5369.4992,5426.5558,5426.5558,5358.47,5420.2126,-50.7134,-0.9356,103960371.0,113109428.4
399905.SZ,20200526,5420.2126,5341.1113,5421.9045,5341.0821,5316.6036,103.609,1.9488,90969008.0,99351009.0
399905.SZ,20200525,5316.6036,5323.9656,5344.2849,5293.2294,5328.2268,-11.6232,-0.2181,84385681.0,91375351.5
399905.SZ,20200522,5328.2268,5421.7282,5421.887,5307.2962,5426.1745,-97.9477,-1.8051,106415711.0,115705492.5
399905.SZ,20200521,5426.1745,5508.2041,5511.2324,5415.5986,5489.7024,-63.5279,-1.1572,114559108.0,128883851.4
399905.SZ,20200520,5489.7024,5545.0441,5547.1691,5473.7896,5547.8759,-58.1735,-1.0486,123491264.0,141354557.2
399905.SZ,20200519,5547.8759,5515.0289,5548.2181,5504.2327,5478.8218,69.0541,1.2604,112008860.0,133182704.7
399905.SZ,20200518,5478.8218,5522.7233,5528.7754,5454.9615,5507.9336,-29.1118,-0.5285,133654664.0,158389049.3
399905.SZ,20200515,5507.9336,5510.1454,5543.9334,5486.2557,5487.107,20.8266,0.3796,112651511.0,132317035.6
399905.SZ,20200514,5487.107,5513.0817,5528.0915,5485.0152,5536.2802,-49.1732,-0.8882,119197701.0,129595787.5
399905.SZ,20200513,5536.2802,5495.8969,5546.5535,5483.9868,5512.464,23.8162,0.432,107895822.0,120477112.0
399905.SZ,20200512,5512.464,5494.0693,5519.2868,5441.7013,5496.192,16.272,0.2961,115943677.0,127585356.3
399905.SZ,20200511,5496.192,5529.1056,5547.9416,5466.6158,5507.6965,-11.5045,-0.2089,129851985.0,142054909.5
399905.SZ,20200508,5507.6965,5474.8739,5527.0903,5467.646,5445.7519,61.9446,1.1375,136318622.0,146384767.2
399905.SZ,20200507,5445.7519,5454.2515,5473.7738,5425.7964,5451.3159,-5.564,-0.1021,140146354.0,147975355.3
399905.SZ,20200506,5451.3159,5320.94,5451.456,5318.443,5353.8595,97.4564,1.8203,141679050.0,159945700.6
399905.SZ,20200430,5353.8595,5261.0467,5368.8943,5261.0467,5226.8116,127.0479,2.4307,133036686.0,142523793.3
399905.SZ,20200429,5226.8116,5203.7103,5269.735,5201.4734,5227.846,-1.0344,-0.0198,105926849.0,103339319.1
399905.SZ,20200428,5227.846,5268.1255,5273.2565,5102.0608,5265.7248,-37.8788,-0.7193,140824910.0,133971236.9
399905.SZ,20200427,5265.7248,5278.9787,5314.4114,5249.3133,5273.5474,-7.8226,-0.1483,117132427.0,110738403.0
399905.SZ,20200424,5273.5474,5350.5426,5354.7629,5258.5692,5357.7904,-84.243,-1.5723,131383367.0,127211203.3
399905.SZ,20200423,5357.7904,5402.6478,5407.49,5354.9401,5387.6233,-29.8329,-0.5537,144618302.0,145324602.2
399905.SZ,20200422,5387.6233,5304.731,5388.2073,5296.2644,5343.8806,43.7427,0.8186,123597006.0,127945771.5
399905.SZ,20200421,5343.8806,5358.6005,5358.6005,5287.6633,5381.7857,-37.9051,-0.7043,130744426.0,139768427.4
399905.SZ,20200420,5381.7857,5364.4596,5389.2519,5318.4547,5318.4547,63.331,1.1908,120642182.0,130825823.6
399905.SZ,20200417,5318.4547,5354.9828,5377.147,5309.5809,5316.9707,1.484,0.0279,136969833.0,156745771.3
399905.SZ,20200416,5316.9707,5245.9247,5328.1204,5238.4335,5268.7497,48.221,0.9152,120742193.0,122069165.0
399905.SZ,20200415,5268.7497,5291.9664,5320.5792,5264.0114,5288.593,-19.8433,-0.3752,122477400.0,128025726.3
399905.SZ,20200414,5288.593,5197.1716,5288.593,5189.8242,5169.1757,119.4173,2.3102,110188244.0,118917318.0
399905.SZ,20200413,5169.1757,5176.4431,5198.3708,5140.8505,5208.5102,-39.3345,-0.7552,98180993.0,101355716.4
399905.SZ,20200410,5208.5102,5321.7865,5321.7865,5197.9841,5322.4614,-113.9512,-2.1409,123816388.0,126468212.0
399905.SZ,20200409,5322.4614,5301.2663,5336.1174,5289.3845,5271.7961,50.6653,0.9611,125098462.0,128352885.5
399905.SZ,20200408,5271.7961,5243.1623,5291.4149,5232.6161,5267.073,4.7231,0.0897,137786254.0,136499534.3
399905.SZ,20200407,5267.073,5202.5465,5273.0857,5197.5826,5107.0393,160.0337,3.1336,145109452.0,146826555.1
399905.SZ,20200403,5107.0393,5143.5185,5161.5728,5085.0948,5147.2019,-40.1626,-0.7803,109478978.0,112751173.0
399905.SZ,20200402,5147.2019,4998.6259,5147.2019,4998.1063,5019.2187,127.9832,2.5499,113351078.0,117822171.4
399905.SZ,20200401,5019.2187,5029.5837,5108.175,5007.7115,5041.4534,-22.2347,-0.441,112154111.0,110651112.5
399905.SZ,20200331,5041.4534,5073.5232,5090.5675,5030.573,5027.4856,13.9678,0.2778,111605612.0,106538446.1
399905.SZ,20200330,5027.4856,5073.7047,5074.6251,4974.3165,5137.3371,-109.8515,-2.1383,123981316.0,124559163.3
399905.SZ,20200327,5137.3371,5222.8511,5227.7921,5134.4903,5166.1091,-28.772,-0.5569,117045073.0,118480791.0
399905.SZ,20200326,5166.1091,5180.4657,5227.4679,5157.1478,5217.4237,-51.3146,-0.9835,125652450.0,126982007.9
399905.SZ,20200325,5217.4237,5200.7752,5229.2205,5160.3887,5096.0408,121.3829,2.3819,146881070.0,142310080.6
399905.SZ,20200324,5096.0408,5089.1516,5118.0355,4963.2918,4998.9095,97.1313,1.943,140787705.0,137371423.3
399905.SZ,20200323,4998.9095,5079.3549,5129.1405,4981.6682,5219.2809,-220.3714,-4.2223,138684745.0,133727699.5
399905.SZ,20200320,5219.2809,5217.488,5225.0268,5129.0733,5157.8235,61.4574,1.1915,127513289.0,131519032.4
399905.SZ,20200319,5157.8235,5119.9437,5185.0889,5020.4387,5119.4716,38.3519,0.7491,154593702.0,148680627.0
399905.SZ,20200318,5119.4716,5257.9438,5333.1204,5119.4716,5212.0619,-92.5903,-1.7765,164286604.0,160536059.9
399905.SZ,20200317,5212.0619,5245.5231,5300.5591,5052.6546,5200.1142,11.9477,0.2298,159137878.0,152551271.9
399905.SZ,20200316,5200.1142,5496.889,5496.889,5183.3436,5457.2006,-257.0864,-4.711,186849952.0,184923547.7
399905.SZ,20200313,5457.2006,5225.5063,5507.3899,5224.7267,5493.8838,-36.6832,-0.6677,195266659.0,188405108.2
