-958732032.0,5056311296.0,-4097576960.0,-4269037824.0,3310305792.0,-0.14,0.72,-0.58,-0.6,0.47,3094.88,0.91,10898.17,1.79
-24293086720.0,23439389952.0,853692416.0,-15797900544.0,-8495186176.0,-3.79,3.66,0.13,-2.47,-1.33,3092.29,-0.08,10879.84,-0.17
-1825947648.0,8849200384.0,-7023251456.0,-9959147008.0,8133199360.0,-0.27,1.32,-1.05,-1.49,1.22,3115.57,0.75,11040.2,1.47
-28646721792.0,27314906368.0,1331814400.0,-18652370432.0,-9994351360.0,-4.08,3.89,0.19,-2.66,-1.42,3106.82,-0.28,10988.77,-0.47
-26330119936.0,25715572480.0,614551552.0,-17561004288.0,-8769115648.0,-4.31,4.21,0.1,-2.87,-1.44,3090.04,-0.54,10972.32,-0.15
-25102581760.0,24795507968.0,307077120.0,-15551133696.0,-9551448064.0,-4.1,4.05,0.05,-2.54,-1.56,3074.08,-0.52,10967.44,-0.04
-23142126848.0,23095803648.0,46325760.0,-15450233344.0,-7691893504.0,-3.81,3.8,0.01,-2.54,-1.27,3075.5,0.05,10954.39,-0.12
-8514697728.0,11761773568.0,-3247079424.0,-12929395712.0,4414697984.0,-1.25,1.73,-0.48,-1.9,0.65,3095.79,0.66,11115.88,1.47
-51107971328.0,41551859712.0,9556115456.0,-27305238272.0,-23802733056.0,-7.4,6.02,1.38,-3.95,-3.45,3052.14,-1.41,10953.41,-1.46
-12454030080.0,16396914688.0,-3942887424.0,-14240477440.0,1786447360.0,-1.76,2.32,-0.56,-2.01,0.25,3060.75,0.28,11072.06,1.08
-77371365888.0,63343816704.0,14027546624.0,-40463597568.0,-36907768320.0,-9.56,7.83,1.73,-5.0,-4.56,2976.53,-2.75,10681.9,-3.52
-27063632640.0,31884813824.0,-4821184512.0,-27214144000.0,150511360.0,-5.21,6.14,-0.93,-5.24,0.03,2746.61,-7.72,9779.67,-8.45
-31850228736.0,30167257088.0,1682972672.0,-25247604736.0,-6602624000.0,-3.5,3.31,0.18,-2.77,-0.73,2783.29,1.34,10089.67,3.17
-24709355264.0,23760957440.0,948404224.0,-18475462656.0,-6233892608.0,-2.83,2.72,0.11,-2.12,-0.71,2818.09,1.25,10305.5,2.14
-1961828864.0,8620949504.0,-6659129344.0,-10395467776.0,8433638912.0,-0.21,0.94,-0.73,-1.14,0.92,2866.51,1.72,10601.34,2.87
-33231269632.0,31702708224.0,1528561664.0,-19620139008.0,-13611130624.0,-3.57,3.41,0.16,-2.11,-1.46,2875.96,0.33,10611.55,0.1
-25249455104.0,19895250944.0,5354209280.0,-15766274048.0,-9483181056.0,-2.85,2.25,0.6,-1.78,-1.07,2890.49,0.51,10728.46,1.1
-23618384896.0,23838334976.0,-219947008.0,-16299143168.0,-7319241728.0,-3.0,3.03,-0.03,-2.07,-0.93,2901.67,0.39,10768.63,0.37
3850030848.0,3692199936.0,-7542231040.0,-7702716416.0,11552747264.0,0.49,0.47,-0.95,-0.97,1.46,2926.9,0.87,10940.8,1.6
-40329165824.0,37265063936.0,3064102912.0,-24826286080.0,-15502879744.0,-4.63,4.28,0.35,-2.85,-1.78,2906.07,-0.71,10864.32,-0.7
-24708851200.0,25540665344.0,-831815680.0,-18199474176.0,-6509377024.0,-3.04,3.14,-0.1,-2.24,-0.8,2917.01,0.38,10916.31,0.48
13609462272.0,-5063245824.0,-8546222080.0,-1651376128.0,15260838400.0,1.45,-0.54,-0.91,-0.18,1.63,2983.62,2.28,11241.5,2.98
-31002664448.0,27222659072.0,3780009984.0,-18330390528.0,-12672273920.0,-3.1,2.72,0.38,-1.83,-1.27,2984.97,0.05,11306.49,0.58
-46803741696.0,43279212544.0,3524526080.0,-27671973888.0,-19131767808.0,-4.51,4.17,0.34,-2.66,-1.84,2975.4,-0.32,11235.6,-0.63
4668583680.0,7018971136.0,-11687546880.0,-12780314624.0,17448898304.0,0.44,0.66,-1.09,-1.2,1.63,3030.15,1.84,11509.09,2.43
-25845608704.0,27224363008.0,-1378754560.0,-18919649280.0,-6925959424.0,-2.21,2.32,-0.12,-1.62,-0.59,3039.67,0.31,11629.7,1.05
-38999246336.0,33308246016.0,5690998784.0,-23399325696.0,-15599920640.0,-3.19,2.73,0.47,-1.91,-1.28,3031.23,-0.28,11772.38,1.23
-58107023616.0,52837519360.0,5269499904.0,-36773060608.0,-21333963008.0,-4.11,3.73,0.37,-2.6,-1.51,3013.05,-0.6,11856.08,0.71
-78878957312.0,63257604096.0,15621361664.0,-36202807296.0,-42676150016.0,-6.01,4.82,1.19,-2.76,-3.25,2987.93,-0.83,11497.55,-3.02
-34041560064.0,31001059328.0,3040509952.0,-19135909888.0,-14905650176.0,-3.24,2.95,0.29,-1.82,-1.42,2991.33,0.11,11534.02,0.32
-95640115712.0,79746572288.0,15893544960.0,-45688537088.0,-49951578624.0,-8.47,7.06,1.41,-4.05,-4.42,2880.3,-3.71,10980.77,-4.8
15309552896.0,-5309202432.0,-10000351232.0,-1876733952.0,17186286848.0,1.49,-0.52,-0.97,-0.18,1.67,2970.93,3.15,11381.76,3.65
-30067782912.0,27738644480.0,2329137152.0,-21142450176.0,-8925332736.0,-2.56,2.36,0.2,-1.8,-0.76,2992.9,0.74,11484.21,0.9
-31215741952.0,29191176192.0,2024566784.0,-18620383232.0,-12595358720.0,-3.15,2.94,0.2,-1.88,-1.27,3011.67,0.63,11493.02,0.08
4725573120.0,5856223232.0,-10581798912.0,-11854512128.0,16580085248.0,0.4,0.5,-0.9,-1.01,1.41,3071.68,1.99,11711.37,1.9
-47835491840.0,42208993280.0,5626499072.0,-24909623296.0,-22925868544.0,-5.0,4.41,0.59,-2.6,-2.39,3034.51,-1.21,11582.82,-1.1
-100177478912.0,83507376128.0,16670113792.0,-48296529920.0,-51880948992.0,-9.22,7.69,1.53,-4.45,-4.78,2943.29,-3.01,11108.55,-4.09
4859308544.0,9716244480.0,-14575554560.0,-9488797696.0,14348106240.0,0.45,0.9,-1.35,-0.88,1.33,2996.76,1.82,11403.47,2.65
-52850036480.0,45436141568.0,7413895168.0,-27507027968.0,-25343008512.0,-5.43,4.67,0.76,-2.83,-2.61,2968.52,-0.94,11200.05,-1.78
-59663572480.0,54744551424.0,4919021568.0,-32402395136.0,-27261177344.0,-7.12,6.54,0.59,-3.87,-3.25,2923.49,-1.52,10941.01,-2.31
-20655445504.0,25820446720.0,-5165002752.0,-18085515264.0,-2569930240.0,-2.14,2.67,-0.53,-1.87,-0.27,2887.43,-1.23,10831.13,-1.0
-100966110976.0,82626064384.0,18340048896.0,-45864730624.0,-55101380352.0,-10.48,8.58,1.9,-4.76,-5.72,2789.25,-3.4,10253.28,-5.34
-23889690368.0,26943213568.0,-3053522944.0,-17746288640.0,-6143401728.0,-2.92,3.29,-0.37,-2.17,-0.75,2779.64,-0.34,10202.75,-0.49
-37636171520.0,36205486080.0,1430687744.0,-23381463040.0,-14254708480.0,-4.5,4.33,0.17,-2.79,-1.7,2728.76,-1.83,10029.57,-1.7
-26909073920.0,27911974912.0,-1002893312.0,-18042494976.0,-8866578944.0,-3.27,3.39,-0.12,-2.19,-1.08,2702.13,-0.98,10019.86,-0.1
-21495846656.0,21600903168.0,-105054208.0,-12476964608.0,-9018882048.0,-3.0,3.01,-0.01,-1.74,-1.26,2745.62,1.61,10150.13,1.3
-54985606912.0,51189407744.0,3796197376.0,-31322937600.0,-23662669312.0,-8.0,7.45,0.55,-4.56,-3.44,2660.17,-3.11,9691.53,-4.52
-5509817856.0,12609646592.0,-7099830272.0,-8084989952.0,2575172096.0,-0.77,1.77,-1.0,-1.13,0.36,2722.44,2.34,9921.68,2.37
5879860992.0,842907648.0,-6722772992.0,-2694176768.0,8574037760.0,0.78,0.11,-0.89,-0.36,1.14,2781.59,2.17,10241.08,3.22
-28501197056.0,30459113472.0,-1957916672.0,-19459281408.0,-9041915648.0,-4.44,4.74,-0.3,-3.03,-1.41,2764.91,-0.6,10155.36,-0.84
-23553839872.0,26259783680.0,-2705944576.0,-16063858176.0,-7489981696.0,-3.72,4.14,-0.43,-2.53,-1.18,2772.2,0.26,10109.91,-0.45
-34220667136.0,33633026048.0,587636736.0,-21749823744.0,-12470843392.0,-5.41,5.31,0.09,-3.44,-1.97,2747.21,-0.9,9904.95,-2.03
-16060348416.0,19820182272.0,-3759833088.0,-14204038144.0,-1856310272.0,-2.86,3.53,-0.67,-2.53,-0.33,2750.3,0.11,9962.3,0.58
-11644090112.0,16384869376.0,-4740775936.0,-10955195904.0,-688894208.0,-1.99,2.8,-0.81,-1.87,-0.12,2734.52,-0.57,9951.84,-0.1
17267848448.0,-4772364288.0,-12495486976.0,846522624.0,16421325824.0,2.89,-0.8,-2.09,0.14,2.75,2780.64,1.69,10179.2,2.28
-26167455488.0,26070340864.0,97116160.0,-17295536640.0,-8871918848.0,-4.57,4.56,0.02,-3.02,-1.55,2763.99,-0.6,10110.11,-0.68
19042846720.0,-8240066560.0,-10802786304.0,1477218304.0,17565628416.0,2.6,-1.13,-1.48,0.2,2.4,2820.76,2.05,10428.91,3.15
-28710843136.0,27085000704.0,1625841664.0,-16660804096.0,-12050039040.0,-4.26,4.02,0.24,-2.47,-1.79,2815.37,-0.19,10386.55,-0.41
-7505905152.0,12160180224.0,-4654280704.0,-9106116864.0,1600211712.0,-1.15,1.86,-0.71,-1.39,0.24,2825.9,0.37,10463.05,0.74
-50772230144.0,49625870336.0,1146359808.0,-30046732288.0,-20725497856.0,-7.55,7.38,0.17,-4.47,-3.08,2796.63,-1.04,10298.41,-1.57
-23116369664.0,23662608896.0,-546241024.0,-15223889408.0,-7892480256.0,-4.63,4.74,-0.11,-3.05,-1.58,2783.05,-0.49,10223.16,-0.73
13144754432.0,-5659200000.0,-7485554688.0,1566847744.0,11577906688.0,2.23,-0.96,-1.27,0.27,1.96,2827.28,1.59,10475.71,2.47
-18317314816.0,21275308032.0,-2957996032.0,-14809284608.0,-3508030208.0,-2.86,3.32,-0.46,-2.31,-0.55,2811.17,-0.57,10417.37,-0.56
-3490910720.0,10437875200.0,-6946955264.0,-8589089536.0,5098178816.0,-0.59,1.75,-1.17,-1.44,0.86,2819.94,0.31,10470.79,0.51
-7823583488.0,16274857984.0,-8451276800.0,-12602572288.0,4778988800.0,-1.06,2.2,-1.14,-1.7,0.65,2838.49,0.66,10527.99,0.55
-8949180416.0,9948311552.0,-999129088.0,-8469606144.0,-479574272.0,-1.45,1.61,-0.16,-1.37,-0.08,2852.55,0.5,10621.5,0.89
-37753118976.0,35047919616.0,2705195008.0,-21797097472.0,-15956021504.0,-5.81,5.4,0.42,-3.36,-2.46,2827.01,-0.9,10506.86,-1.08
1015808000.0,6185754624.0,-7201558528.0,-5988491776.0,7004299776.0,0.17,1.02,-1.19,-0.99,1.16,2843.98,0.6,10617.19,1.05
-28694406144.0,28325081088.0,369315840.0,-19150570240.0,-9543835904.0,-4.28,4.22,0.06,-2.86,-1.42,2838.5,-0.19,10564.05,-0.5
-48350318080.0,45587853312.0,2762469376.0,-26802355200.0,-21547962880.0,-7.73,7.29,0.44,-4.29,-3.45,2808.53,-1.06,10423.46,-1.33
-13196862208.0,16653168384.0,-3456307200.0,-11790790144.0,-1406072064.0,-2.37,2.99,-0.62,-2.12,-0.25,2815.49,0.25,10452.17,0.28
-16685244416.0,22814494720.0,-6129254400.0,-17508887552.0,823643136.0,-2.48,3.39,-0.91,-2.6,0.12,2810.02,-0.19,10501.15,0.47
-15360955648.0,16733836032.0,-1372884992.0,-11120517632.0,-4240438016.0,-2.88,3.14,-0.26,-2.09,-0.8,2822.44,0.44,10514.17,0.12
20856200704.0,-7476867072.0,-13379334144.0,681095424.0,20175105280.0,3.07,-1.1,-1.97,0.1,2.97,2860.08,1.33,10721.78,1.97
-1040737280.0,4188418048.0,-3147673600.0,-6361346048.0,5320608768.0,-0.14,0.58,-0.44,-0.88,0.74,2878.14,0.63,10883.22,1.51
-24305272320.0,21663944704.0,2641321984.0,-14350079744.0,-9955192576.0,-3.64,3.25,0.4,-2.15,-1.49,2871.52,-0.23,10863.29,-0.18
-1608048896.0,6911275008.0,-5303230464.0,-7271748352.0,5663699456.0,-0.23,1.01,-0.77,-1.06,0.82,2895.34,0.83,11001.58,1.27
-30401251072.0,28939898880.0,1461350400.0,-19240534016.0,-11160717056.0,-4.44,4.23,0.21,-2.81,-1.63,2894.8,-0.02,10969.28,-0.29
-18362962944.0,21400182016.0,-3037216768.0,-15230188032.0,-3132774912.0,-3.06,3.57,-0.51,-2.54,-0.52,2891.56,-0.11,11015.56,0.42
-8070993664.0,10517903616.0,-2446909440.0,-9182871808.0,1111878144.0,-1.39,1.81,-0.42,-1.58,0.19,2898.05,0.22,11074.59,0.54
-30279810048.0,30220218112.0,59592704.0,-18900036608.0,-11379773440.0,-4.96,4.95,0.01,-3.1,-1.87,2870.34,-0.96,10962.15,-1.02
-12249216000.0,17096744960.0,-4847529984.0,-12932200960.0,682984960.0,-1.95,2.73,-0.77,-2.06,0.11,2868.46,-0.07,10964.89,0.02
-39949628160.0,34059272192.0,5890355200.0,-22275737600.0,-17673890560.0,-5.46,4.65,0.8,-3.04,-2.42,2875.42,0.24,10921.15,-0.4
337529088.0,6466981888.0,-6804508672.0,-7959393792.0,8296922880.0,0.05,1.01,-1.06,-1.24,1.29,2898.58,0.81,11052.85,1.21
-37059333376.0,35579318272.0,1480015872.0,-23495341568.0,-13563991808.0,-5.4,5.18,0.22,-3.42,-1.98,2883.74,-0.51,10948.48,-0.94
-38201991168.0,37144420608.0,1057566720.0,-23256696576.0,-14945294592.0,-6.1,5.93,0.17,-3.71,-2.39,2867.92,-0.55,10845.4,-0.94
-41879746048.0,40748206336.0,1131540480.0,-24408440576.0,-17471305472.0,-7.07,6.87,0.19,-4.12,-2.95,2813.77,-1.89,10604.97,-2.22
-20152080896.0,21904039936.0,-1751961600.0,-13766888704.0,-6385192192.0,-4.11,4.46,-0.36,-2.81,-1.3,2817.97,0.15,10592.84,-0.11
13949073664.0,-7476988160.0,-6472085504.0,2627202048.0,11321871616.0,2.63,-1.41,-1.22,0.5,2.14,2846.55,1.01,10815.43,2.1
-25843439616.0,25552249856.0,291188736.0,-16903454208.0,-8939985408.0,-4.51,4.46,0.05,-2.95,-1.56,2836.8,-0.34,10682.7,-1.23
-20661418496.0,22865846272.0,-2204426240.0,-15053086976.0,-5608331520.0,-3.57,3.95,-0.38,-2.6,-0.97,2846.22,0.33,10653.49,-0.27
1593881600.0,5479078656.0,-7072960512.0,-5086018816.0,6679900416.0,0.28,0.96,-1.24,-0.89,1.17,2852.35,0.22,10746.08,0.87
33543539456.0,-17813274624.0,-15730270208.0,4265193472.0,29278345984.0,4.4,-2.34,-2.07,0.56,3.84,2915.43,2.21,11102.15,3.31
-24623878656.0,25686433792.0,-1062555648.0,-16896485888.0,-7727392768.0,-3.19,3.33,-0.14,-2.19,-1.0,2921.4,0.2,11112.5,0.09
-14438888448.0,19184730112.0,-4745846784.0,-14150213632.0,-288674816.0,-1.86,2.47,-0.61,-1.82,-0.04,2923.37,0.07,11108.36,-0.04
-24832496896.0,23719972864.0,1112526848.0,-16127803904.0,-8704692992.0,-3.82,3.65,0.17,-2.48,-1.34,2919.25,-0.14,11139.26,0.28
-17450593280.0,20847124480.0,-3396530176.0,-14827556096.0,-2623037184.0,-2.76,3.3,-0.54,-2.35,-0.42,2930.8,0.4,11180.6,0.37
-20425200896.0,20139515904.0,285683712.0,-15269783552.0,-5155417344.0,-2.98,2.94,0.04,-2.23,-0.75,2937.77,0.24,11215.76,0.31
-3670891264.0,10898305024.0,-7227408384.0,-7643969792.0,3973078528.0,-0.59,1.76,-1.17,-1.23,0.64,2956.11,0.62,11284.24,0.61
-18389176576.0,19559791872.0,-1170616320.0,-12419265280.0,-5969911296.0,-2.99,3.18,-0.19,-2.02,-0.97,2943.75,-0.42,11335.86,0.46
-26293635840.0,26742575104.0,-448950272.0,-18416472064.0,-7877163776.0,-3.65,3.71,-0.06,-2.55,-1.09,2920.9,-0.78,11243.62,-0.81
