m_fund,small_fund,mid_fund,big_fund,super_fund,m_percent,small_percent,mid_percent,big_percent,super_percent,sh_close,sh_change,sz_close,sz_change
-2864016.0,1431018.0,1432999.0,-1550298.0,-1313718.0,-24.69,12.34,12.35,-13.37,-11.33,1.41,-4.08,0.0,0.0
218131.0,316506.0,-534637.0,218131.0,0.0,4.19,6.08,-10.26,4.19,0.0,1.4,-0.71,0.0,0.0
-459502.0,-109511.0,569013.0,-459502.0,0.0,-12.4,-2.96,15.36,-12.4,0.0,1.4,0.0,0.0,0.0
-323076.0,-216706.0,539782.0,-323076.0,0.0,-7.93,-5.32,13.25,-7.93,0.0,1.4,0.0,0.0,0.0
1091410.0,53293.0,-1144703.0,1091410.0,0.0,25.48,1.24,-26.73,25.48,0.0,1.41,0.71,0.0,0.0
48906.0,-33325.0,-15581.0,48906.0,0.0,1.51,-1.03,-0.48,1.51,0.0,1.43,1.42,0.0,0.0
-167250.0,-109381.0,276631.0,-167250.0,0.0,-4.68,-3.06,7.75,-4.68,0.0,1.41,-1.4,0.0,0.0
-107395.0,203246.0,-95851.0,-107395.0,0.0,-3.48,6.59,-3.11,-3.48,0.0,1.41,0.0,0.0,0.0
47255.0,-83114.0,35858.0,47255.0,0.0,1.5,-2.64,1.14,1.5,0.0,1.4,-0.71,0.0,0.0
-155996.0,527973.0,-371977.0,-155996.0,0.0,-3.93,13.3,-9.37,-3.93,0.0,1.39,-0.71,0.0,0.0
-696530.0,699440.0,-2909.0,-696530.0,0.0,-9.43,9.47,-0.04,-9.43,0.0,1.32,-5.04,0.0,0.0
-84790.0,-66571.0,151361.0,-84790.0,0.0,-1.74,-1.37,3.11,-1.74,0.0,1.34,1.52,0.0,0.0
420411.0,-227926.0,-192486.0,420411.0,0.0,10.34,-5.61,-4.73,10.34,0.0,1.36,1.49,0.0,0.0
-81762.0,562120.0,-480359.0,-81762.0,0.0,-2.99,20.54,-17.55,-2.99,0.0,1.35,-0.74,0.0,0.0
-1037367.0,641077.0,396290.0,-1037367.0,0.0,-26.58,16.43,10.16,-26.58,0.0,1.33,-1.48,0.0,0.0
-560372.0,-8554.0,568925.0,-560372.0,0.0,-13.92,-0.21,14.14,-13.92,0.0,1.32,-0.75,0.0,0.0
349939.0,-176478.0,-173460.0,349939.0,0.0,9.11,-4.59,-4.51,9.11,0.0,1.31,-0.76,0.0,0.0
-1285721.0,599360.0,686361.0,-80065.0,-1205656.0,-22.4,10.44,11.96,-1.39,-21.0,1.32,0.76,0.0,0.0
131361.0,-431698.0,300337.0,131361.0,0.0,4.14,-13.61,9.47,4.14,0.0,1.29,-2.27,0.0,0.0
-1963099.0,762657.0,1200442.0,-771229.0,-1191870.0,-24.68,9.59,15.09,-9.7,-14.99,1.23,-4.65,0.0,0.0
-160405.0,-56634.0,217039.0,-160405.0,0.0,-1.78,-0.63,2.41,-1.78,0.0,1.17,-4.88,0.0,0.0
-720294.0,361010.0,359284.0,-720294.0,0.0,-7.27,3.64,3.62,-7.27,0.0,1.14,-2.56,0.0,0.0
-449257.0,789638.0,-340381.0,-449257.0,0.0,-5.43,9.54,-4.11,-5.43,0.0,1.18,3.51,0.0,0.0
390755.0,353208.0,-743964.0,390755.0,0.0,7.4,6.69,-14.1,7.4,0.0,1.15,-2.54,0.0,0.0
1812856.0,-560559.0,-1252298.0,2417856.0,-605000.0,13.83,-4.28,-9.55,18.45,-4.62,1.21,5.22,0.0,0.0
-365494.0,601616.0,-236123.0,-365494.0,0.0,-3.44,5.66,-2.22,-3.44,0.0,1.18,-2.48,0.0,0.0
516474.0,422156.0,-938630.0,114612.0,401862.0,6.2,5.07,-11.27,1.38,4.83,1.2,1.69,0.0,0.0
589487.0,-167293.0,-422194.0,589487.0,0.0,8.97,-2.55,-6.43,8.97,0.0,1.17,-2.5,0.0,0.0
-54656.0,-16066.0,70721.0,-54656.0,0.0,-1.24,-0.36,1.61,-1.24,0.0,1.19,1.71,0.0,0.0
-475024.0,713848.0,-238825.0,-462440.0,-12584.0,-6.12,9.2,-3.08,-5.96,-0.16,1.21,1.68,0.0,0.0
328764.0,169185.0,-497949.0,328764.0,0.0,4.75,2.45,-7.2,4.75,0.0,1.24,2.48,0.0,0.0
368768.0,-308763.0,-60004.0,368768.0,0.0,4.2,-3.52,-0.68,4.2,0.0,1.25,0.81,0.0,0.0
190339.0,210223.0,-400561.0,190339.0,0.0,1.58,1.74,-3.32,1.58,0.0,1.31,4.8,0.0,0.0
-1176434.0,45026.0,1131408.0,-1176434.0,0.0,-11.01,0.42,10.59,-11.01,0.0,1.32,0.76,0.0,0.0
28271.0,-618081.0,589811.0,28271.0,0.0,0.38,-8.4,8.01,0.38,0.0,1.31,-0.76,0.0,0.0
432098.0,-275412.0,-156686.0,432098.0,0.0,7.86,-5.01,-2.85,7.86,0.0,1.31,0.0,0.0,0.0
-1122680.0,945289.0,177390.0,-1122680.0,0.0,-14.84,12.49,2.34,-14.84,0.0,1.29,-1.53,0.0,0.0
647960.0,-106505.0,-541455.0,647960.0,0.0,10.57,-1.74,-8.83,10.57,0.0,1.3,0.78,0.0,0.0
-542783.0,402690.0,140094.0,-542783.0,0.0,-6.42,4.77,1.66,-6.42,0.0,1.34,3.08,0.0,0.0
821625.0,-273219.0,-548408.0,821625.0,0.0,10.33,-3.43,-6.89,10.33,0.0,1.32,-1.49,0.0,0.0
-467872.0,-408299.0,876170.0,-467872.0,0.0,-5.88,-5.13,11.01,-5.88,0.0,1.33,0.76,0.0,0.0
289486.0,254784.0,-544270.0,289486.0,0.0,4.73,4.16,-8.88,4.73,0.0,1.32,-0.75,0.0,0.0
514466.0,-223243.0,-291223.0,514466.0,0.0,10.07,-4.37,-5.7,10.07,0.0,1.31,-0.76,0.0,0.0
563587.0,926627.0,-1490214.0,563587.0,0.0,5.36,8.82,-14.18,5.36,0.0,1.36,3.82,0.0,0.0
672907.0,-291847.0,-381060.0,672907.0,0.0,5.91,-2.56,-3.35,5.91,0.0,1.39,2.21,0.0,0.0
-837166.0,842637.0,-5471.0,-837166.0,0.0,-9.06,9.12,-0.06,-9.06,0.0,1.34,-3.6,0.0,0.0
340128.0,-317801.0,-22327.0,340128.0,0.0,5.53,-5.17,-0.36,5.53,0.0,1.36,1.49,0.0,0.0
-10562.0,-104306.0,114868.0,-10562.0,0.0,-0.12,-1.19,1.31,-0.12,0.0,1.38,1.47,0.0,0.0
-1121345.0,325351.0,795994.0,-1121345.0,0.0,-15.74,4.57,11.17,-15.74,0.0,1.35,-2.17,0.0,0.0
146050.0,-16861.0,-129188.0,146050.0,0.0,2.36,-0.27,-2.08,2.36,0.0,1.34,-0.74,0.0,0.0
398636.0,-31359.0,-367277.0,398636.0,0.0,7.45,-0.59,-6.86,7.45,0.0,1.36,1.49,0.0,0.0
-366370.0,150606.0,215764.0,-366370.0,0.0,-4.99,2.05,2.94,-4.99,0.0,1.37,0.74,0.0,0.0
-254910.0,-139527.0,394437.0,-254910.0,0.0,-4.97,-2.72,7.69,-4.97,0.0,1.36,-0.73,0.0,0.0
192789.0,365483.0,-558272.0,192789.0,0.0,2.74,5.19,-7.93,2.74,0.0,1.38,1.47,0.0,0.0
-140197.0,590549.0,-450352.0,-140197.0,0.0,-2.01,8.48,-6.47,-2.01,0.0,1.38,0.0,0.0,0.0
602916.0,-1280234.0,677317.0,602916.0,0.0,3.35,-7.12,3.77,3.35,0.0,1.45,5.07,0.0,0.0
530548.0,-119992.0,-410556.0,530548.0,0.0,2.74,-0.62,-2.12,2.74,0.0,1.49,2.76,0.0,0.0
160838.0,812470.0,-973308.0,160838.0,0.0,0.84,4.27,-5.11,0.84,0.0,1.53,2.68,0.0,0.0
-2179284.0,332888.0,1846397.0,-2179284.0,0.0,-9.07,1.39,7.68,-9.07,0.0,1.61,5.23,0.0,0.0
-1012481.0,2989372.0,-1976891.0,-1012481.0,0.0,-3.06,9.02,-5.97,-3.06,0.0,1.53,-4.97,0.0,0.0
-1307836.0,1289777.0,18059.0,-1307836.0,0.0,-5.58,5.51,0.08,-5.58,0.0,1.52,-0.65,0.0,0.0
-1122372.0,570648.0,551723.0,-1122372.0,0.0,-8.88,4.51,4.36,-8.88,0.0,1.48,-2.63,0.0,0.0
-2366401.0,944080.0,1422322.0,-1198156.0,-1168245.0,-19.48,7.77,11.71,-9.86,-9.62,1.43,-3.38,0.0,0.0
756344.0,-824745.0,68402.0,756344.0,0.0,5.09,-5.55,0.46,5.09,0.0,1.5,4.9,0.0,0.0
-754237.0,652990.0,101246.0,-754237.0,0.0,-5.83,5.05,0.78,-5.83,0.0,1.49,-0.67,0.0,0.0
1712287.0,-758548.0,-953739.0,1712287.0,0.0,10.58,-4.69,-5.9,10.58,0.0,1.56,4.7,0.0,0.0
83451.0,684579.0,-768030.0,83451.0,0.0,0.44,3.6,-4.04,0.44,0.0,1.6,2.56,0.0,0.0
-367723.0,1124210.0,-756487.0,-367723.0,0.0,-2.4,7.34,-4.94,-2.4,0.0,1.61,0.62,0.0,0.0
-978385.0,938845.0,39541.0,-691419.0,-286966.0,-5.57,5.35,0.23,-3.94,-1.64,1.55,-3.73,0.0,0.0
3463959.0,-1604657.0,-1859303.0,3294114.0,169845.0,21.79,-10.09,-11.69,20.72,1.07,1.63,5.16,0.0,0.0
851577.0,186129.0,-1037706.0,851577.0,0.0,1.81,0.4,-2.21,1.81,0.0,1.71,4.91,0.0,0.0
-2290599.0,1217860.0,1072740.0,-2046745.0,-243854.0,-8.3,4.41,3.89,-7.42,-0.88,1.63,-4.68,0.0,0.0
-177481.0,98627.0,78854.0,485678.0,-663159.0,-1.2,0.67,0.53,3.29,-4.5,1.6,-1.84,0.0,0.0
53586.0,202076.0,-255662.0,53586.0,0.0,0.58,2.19,-2.77,0.58,0.0,1.6,0.0,0.0,0.0
-2173713.0,801526.0,1372188.0,-2173713.0,0.0,-20.8,7.67,13.13,-20.8,0.0,1.57,-1.88,0.0,0.0
17511.0,207449.0,-224960.0,17511.0,0.0,0.18,2.1,-2.28,0.18,0.0,1.57,0.0,0.0,0.0
-608590.0,438909.0,169680.0,-608590.0,0.0,-6.49,4.68,1.81,-6.49,0.0,1.53,-2.55,0.0,0.0
-2246457.0,1413403.0,833053.0,-2246457.0,0.0,-17.19,10.82,6.37,-17.19,0.0,1.46,-4.58,0.0,0.0
-1024291.0,1150225.0,-125934.0,-1024291.0,0.0,-44.21,49.65,-5.44,-44.21,0.0,1.39,-4.79,0.0,0.0
-526152.0,898524.0,-372372.0,-32208.0,-493944.0,-19.83,33.86,-14.03,-1.21,-18.61,1.32,-5.04,0.0,0.0
-12500.0,78625.0,-66125.0,-12500.0,0.0,-8.9,55.96,-47.06,-8.9,0.0,1.25,-5.3,0.0,0.0
-401029.0,969731.0,-568701.0,-401029.0,0.0,-14.71,35.57,-20.86,-14.71,0.0,1.19,-4.8,0.0,0.0
-2687158.0,1697132.0,990027.0,-2687158.0,0.0,-13.61,8.6,5.02,-13.61,0.0,1.17,-1.68,0.0,0.0
-610482.0,777818.0,-167336.0,-610482.0,0.0,-5.72,7.29,-1.57,-5.72,0.0,1.17,0.0,0.0,0.0
-737641.0,864073.0,-126432.0,-737641.0,0.0,-9.74,11.41,-1.67,-9.74,0.0,1.16,-0.85,0.0,0.0
940878.0,-791715.0,-149162.0,940878.0,0.0,7.34,-6.17,-1.16,7.34,0.0,1.22,5.17,0.0,0.0
375797.0,96321.0,-472118.0,-263934.0,639731.0,2.33,0.6,-2.92,-1.63,3.96,1.28,4.92,0.0,0.0
-1095657.0,1759072.0,-663414.0,-1095657.0,0.0,-9.74,15.64,-5.9,-9.74,0.0,1.26,-1.56,0.0,0.0
-725646.0,358085.0,367560.0,-725646.0,0.0,-6.93,3.42,3.51,-6.93,0.0,1.22,-3.17,0.0,0.0
-25183.0,6981.0,18202.0,-25183.0,0.0,-0.42,0.12,0.31,-0.42,0.0,1.23,0.82,0.0,0.0
-514484.0,186447.0,328040.0,-131573.0,-382911.0,-6.83,2.47,4.35,-1.75,-5.08,1.25,1.63,0.0,0.0
808700.0,-421188.0,-387513.0,808700.0,0.0,8.78,-4.57,-4.21,8.78,0.0,1.27,1.6,0.0,0.0
-1150180.0,983750.0,166430.0,-520055.0,-630125.0,-16.57,14.17,2.4,-7.49,-9.08,1.25,-1.57,0.0,0.0
-578072.0,-142724.0,720797.0,-578072.0,0.0,-7.98,-1.97,9.95,-7.98,0.0,1.26,0.8,0.0,0.0
-1141943.0,694052.0,447891.0,-1141943.0,0.0,-14.34,8.72,5.63,-14.34,0.0,1.25,-0.79,0.0,0.0
-3228599.0,2071076.0,1157523.0,-3228599.0,0.0,-20.07,12.88,7.2,-20.07,0.0,1.19,-4.8,0.0,0.0
702655.0,-117287.0,-585368.0,702655.0,0.0,5.8,-0.97,-4.83,5.8,0.0,1.2,0.84,0.0,0.0
577029.0,-394743.0,-182285.0,577029.0,0.0,6.47,-4.42,-2.04,6.47,0.0,1.18,-1.67,0.0,0.0
-259292.0,759362.0,-500069.0,-259292.0,0.0,-3.84,11.26,-7.41,-3.84,0.0,1.18,0.0,0.0,0.0
-582204.0,440591.0,141615.0,-582204.0,0.0,-5.81,4.39,1.41,-5.81,0.0,1.15,-2.54,0.0,0.0
-722476.0,246196.0,476280.0,-722476.0,0.0,-5.42,1.85,3.57,-5.42,0.0,1.19,3.48,0.0,0.0
