,rtn,pure_rtn,zz500_rtn,net_rtn,in_date,out_date,code,pub_date,sum_pure_return,positions,is_real,forecasttype,forecast,zfpx,size,turnover_rate5,turnover_rate1,pct_change5,pct_change,pe_ttm,volume_ratio,industry,from_list_date
5439,-7.653100000000016,-9.3999829068243,1.5868829068242836,-0.039166595445101045,2019-07-12,20190715,300129.SZ,2019-07-12,84.2467624355272,0.004166666666666645,1,预增,2.0,364.5,214220.36,0.6313000000000001,0.4066,-0.009523809523809532,-0.012345679012345635,169.3423,0.6,25.0,8.064950891749143
4643,-8.493258720330237,-9.366438511770692,0.7131797914404556,-0.0,2019-04-02,20190403,000811.SZ,2019-04-02,60.97571958310005,0.0,0,扭亏,1.0,839.465,632797.2038,5.52266,5.6574,0.032374100719424447,0.06250000000000004,22.4109,1.14,41.0,8.936824154997302
4480,-10.272243594646273,-9.299697209773896,-1.1325463848723765,-0.0,2019-03-27,20190328,002949.SZ,2019-03-27,60.38665561266525,0.0,0,扭亏,1.0,331.39,153856.14,27.398180000000004,17.3972,-0.01850780798149219,0.020487804878048747,48.7772,0.58,8.0,3.091042453358316
5370,-10.103266843033495,-9.29314100095451,-0.9701258420789863,-0.0,2019-07-10,20190711,300561.SZ,2019-07-10,82.97451441253737,0.0,0,略增,0.0,9.475,172795.9574,14.305539999999999,15.8273,0.00047142015321158167,-0.015055008685581819,164.2797,1.04,42.0,6.86484777797086
4993,-9.422592256341792,-9.280851743617333,-0.30174051272445856,-0.02621530498641382,2019-04-15,20190416,000859.SZ,2019-04-13,61.785577104325,0.0028246658507871027,1,预增,2.0,75.0,499035.924,8.6902,8.6902,0.0,0.0,42.7852,0.92,91.0,8.914760527397261
423,-7.951775881523263,-9.264145901020624,1.1523700194973618,-0.07552292854092903,2018-04-09,20180410,300424.SZ,2018-04-09,0.6402717779578345,0.008152173913043482,1,略增,0.0,5.0,348776.4103,4.862699999999999,4.9289,0.003882099209202007,-0.022406066873491972,102.0454,0.86,78.0,6.977281341630747
5891,-8.539183054626516,-9.215147452671156,0.5159643980446393,-2.459393519715091,2019-07-29,20190730,600984.SH,2019-07-27,87.63060883186506,0.2668859649122811,1,预增,2.0,217.74,590372.7135,0.5841,0.5841,0.0,0.0,34.2868,0.73,41.0,8.610683534503575
1172,-8.217670336728144,-9.210560334366082,0.8328899976379387,-0.0,2018-05-02,20180503,603799.SH,2018-04-28,1.4515020305101904,0.0,0,略增,0.0,,6169605.9713,2.6373599999999997,2.4067,0.005781814630334982,-0.04235978547404791,32.9402,0.89,75.0,7.0707241072602764
4372,-8.03629968798751,-9.187260054290896,0.9909603663033846,-0.0,2019-02-28,20190301,300420.SZ,2019-02-28,61.11881537903666,0.0,0,预增,2.0,216.075,300754.47,3.571,3.0092,0.024125874125874143,0.009448818897637875,44.3146,0.9,61.0,7.289610521451167
2999,-13.314516884247166,-9.137465243125824,-4.337051641121342,-0.0,2018-10-15,20181016,000553.SZ,2018-10-15,23.343608095979036,0.0,0,预增,2.0,59.2,280603.5946,1.9497399999999998,2.2447,-0.010396039603960381,-0.03849372384937231,7.5174,1.22,49.0,9.113278659133051
3416,-5.939034608266501,-9.137446023704081,3.0384114154375808,-0.05911554038083733,2018-10-30,20181031,002647.SZ,2018-10-30,27.036187533875257,0.006469591199497279,1,扭亏,1.0,125.495,907657.3097,0.37310000000000004,0.3802,-0.009853372434017594,0.0,,0.93,23.0,7.820439515262181
4474,-10.076429744384203,-9.103883359511826,-1.1325463848723765,-2.526835229807963e-16,2019-03-27,20190328,002299.SZ,2019-03-27,60.38665561266525,2.7755575615628914e-17,1,预增,2.0,427.685,2868343.8,2.23004,2.4139,-0.003500761035007617,0.01653543307086621,21.1763,1.06,29.0,8.142354276849835
946,-10.222419689119175,-9.01619796722154,-1.3662217218976345,-0.0,2018-04-25,20180426,002681.SZ,2018-04-25,0.11790572431749786,0.0,0,略增,0.0,20.0,700926.5273,0.48276,0.4885,-0.0038617886178861686,0.026595744680851064,30.6557,0.95,10.0,7.669961995473577
3047,-10.20637303370788,-8.957066016855055,-1.4093070168528246,-0.04683433211427121,2018-10-16,20181017,002240.SZ,2018-10-16,24.902083824139165,0.0052287581699342394,1,预增,2.0,610.16,436666.485,1.2961399999999998,1.1131,-0.03175803402646502,0.009070294784580506,62.6962,0.88,94.0,8.240385115516334
4076,-10.14298852459016,-8.912452894945949,-1.3905356296442128,-0.09824404328091674,2019-01-30,20190131,300296.SZ,2019-01-30,69.39693146718287,0.011023232822540776,1,略增,0.0,5.39,1148466.4325,1.671,1.421,-0.008559201141226814,0.00599700149925038,11.2142,0.82,102.0,7.826044013518965
2458,-9.05384427480915,-8.888602159274493,-0.32524211553465726,-0.0,2018-08-31,20180903,002749.SZ,2018-08-31,29.120967308298532,0.0,0,略增,0.0,15.0,344709.1367,0.7781600000000001,0.3536,-0.002357378595002357,-0.012950317871438596,27.6717,0.36,49.0,7.133295954896068
2753,-10.260837912509588,-8.82487746835702,-1.5959604441525685,-0.0,2018-10-12,20181015,300414.SZ,2018-10-12,22.94494006966742,0,0,略增,0.0,10.0,205235.4818,0.27652,0.3392,-0.026958831341301476,-0.0976454293628809,54.2915,1.26,31.0,7.1180162044653335
3259,-5.994050187265919,-8.739680659472594,2.585630472206674,-0.0,2018-10-25,20181026,002465.SZ,2018-10-25,27.27881175109677,0.0,0,略增,0.0,40.0,1658477.0001,0.82562,0.6035,0.012185430463576157,0.003759398496240521,53.985,0.67,31.0,7.996317231796746
141,-9.886256456456453,-8.732917931568352,-1.3133385248881002,-0.0,2018-03-21,20180322,002449.SZ,2018-03-21,-1.6293948691433413,0.0,0,预增,2.0,45.0,814030.0511,2.01288,3.0984,0.00471311475409837,0.02672147995889001,26.6167,1.61,102.0,7.936660155225426
5622,-6.979310526315787,-8.726193433140072,1.5868829068242836,-0.0,2019-07-12,20190715,300586.SZ,2019-07-12,84.32815712050797,0.0,0,预增,2.0,115.0,92910.0,8.466019999999999,13.9793,0.010089841050449185,0.023569023569023545,41.9813,2.21,57.0,6.815639990074331
3023,-12.896690909090891,-8.71963926796955,-4.337051641121342,-0.0,2018-10-15,20181016,300749.SZ,2018-10-15,23.3635269575868,0.0,0,略增,0.0,21.055,94050.0,26.969420000000003,55.0456,0.05611175785797439,-0.03818128825415337,40.3527,3.42,94.0,2.5649493574615367
3548,-7.845369556496539,-8.706069386162554,0.7006998296660143,-0.6964855508930043,2019-01-14,20190115,300620.SZ,2019-01-14,70.73989781164877,0.08,1,略增,0.0,33.0,98714.0,8.783640000000002,9.6491,0.0005811354492623847,-0.01687116564417185,46.3895,1.15,13.0,6.504288173536645
5130,-11.50544158706833,-8.672806178037648,-2.9926354090306813,-0.4636649494781256,2019-04-26,20190429,002828.SZ,2019-04-26,67.11565685228724,0.0534619291564794,1,预增,2.0,70.0,134609.2287,18.030180000000005,15.0891,-0.0024673439767779384,-0.07288828337874662,61.265,0.95,104.0,6.759255270663693
835,-7.269127591368328,-8.668494748945369,1.239367157577041,-0.0,2018-04-23,20180424,002916.SZ,2018-04-21,0.4403690936473139,0.0,0,略增,0.0,10.0,581700.0,17.6442,17.6442,0.0,0.0,51.928000000000004,1.07,13.0,4.795790545596741
3856,-10.519489743589748,-8.656956243802098,-2.022533499787651,-0.1442017734728568,2019-01-28,20190129,300662.SZ,2019-01-28,70.8347561377015,0.01665732959850609,1,预增,2.0,47.5,282696.102,2.5178,1.7453,0.010313447927199173,-0.025000000000000022,51.2531,0.69,7.0,6.3835066348840055
2086,-6.440329650507325,-8.627827111630028,2.0274974611227035,-0.177972780899928,2018-08-20,20180821,002713.SZ,2018-08-20,29.112951248742906,0.020627763931433736,1,预增,2.0,105.0,136354.3376,0.6754399999999999,0.5662,-0.010267379679144394,-0.0016882386043894843,21.7584,0.86,101.0,7.400009517162692
3128,-6.240133942558741,-8.618375609745852,2.2182416671871112,-0.0,2018-10-22,20181023,002677.SZ,2018-10-22,25.59904215387546,0.0,0,略增,0.0,30.0,325093.5226,0.9578199999999999,0.9791,-0.0013828867761452044,0.01861702127659582,21.0998,0.93,10.0,7.755338812846501
820,-7.198939306618647,-8.598306464195689,1.239367157577041,-0.21529085181120808,2018-04-23,20180424,002223.SZ,2018-04-21,0.22507824183610584,0.025038750678136826,1,略增,0.0,15.0,1940236.1947,3.2235,3.2235,0.0,0.0,37.8432,1.79,37.0,8.20166019080868
367,-9.533437686443492,-8.59036555891071,-1.1030721275327817,-0.0,2018-04-02,20180403,002365.SZ,2018-03-31,-2.151799085816053,0.0,0,预增,2.0,90.0,472820.3528,3.2954,2.9084,0.025341426403641877,0.003378378378378306,36.1375,0.99,39.0,7.986164860332727
130,-8.105670370370369,-8.58649019429673,0.3208198239263601,-0.6439867645722543,2018-03-20,20180321,300046.SZ,2018-03-20,-1.4743329810043717,0.07499999999999996,1,预增,2.0,73.03,245514.24,2.61724,2.7787,-0.004303510758776886,0.028571428571428595,46.66,0.99,102.0,7.9976631270201
5993,-5.605061260210045,-8.571541654974066,2.806480394764021,-0.0,2019-08-26,20190827,600894.SH,2019-08-24,86.15807468234262,0.0,0,略增,0.0,,704296.507,0.63548,0.9783,0.00892857142857142,0.031486146095717774,29.1136,1.53,6.0,9.052633375946147
6062,-9.9736,-8.568322798871659,-1.5652772011283416,-0.0,2019-09-24,20190925,300551.SZ,2019-09-24,95.71890463162977,0,0,扭亏,1.0,259.45,123734.8935,4.3185400000000005,4.8391,-0.007575757575757576,-0.015503875968992284,76.7803,1.08,14.0,6.96979066990159
6922,-7.209117511520733,-8.562997753033153,1.1938802415124203,-0.0,2019-12-25,20191226,300709.SZ,2019-12-25,97.28611787880266,0,0,预增,2.0,330.275,613907.756,3.6157600000000003,3.5819,0.004446956849444129,0.07638888888888892,79.5806,0.83,13.0,6.672032945461067
6587,-9.893,-8.54832765562495,-1.5046723443750512,-0.0,2019-10-15,20191016,000533.SZ,2019-10-15,99.21274140752264,0.0,0,扭亏,1.0,105.475,232866.81600000002,5.730599999999999,18.6667,0.0709163346613546,0.10032362459546927,,8.82,25.0,9.149421957006766
6925,-6.318864271047242,-8.545641887310577,2.066777616263335,-0.0,2019-12-30,20191231,300497.SZ,2019-12-30,110.45653829138696,0,0,预增,2.0,65.0,373293.5998,3.3801200000000002,2.8231,0.007013815090329439,-0.001537672988211232,22.199,0.78,39.0,7.2875606403097235
3787,-8.385392337164763,-8.541526587549976,-0.003865749614787861,-0.0,2019-01-24,20190125,600313.SH,2019-01-24,71.66023927009793,0.0,0,扭亏,1.0,110.52,266062.6449,1.9913600000000002,6.1977,0.023076923076923078,0.10126582278481003,,7.28,80.0,8.790573479157159
4463,-10.578827922814984,-8.538221275808468,-2.200606647006516,-0.0,2019-03-26,20190327,002214.SZ,2019-03-26,59.31218679518058,0.0,0,预增,2.0,475.0,314800.1543,3.3479800000000006,5.9066,0.010262529832935553,0.06144578313253009,76.4082,2.12,96.0,8.305731144875866
5552,-6.784159050445107,-8.531041957269391,1.5868829068242836,-0.0,2019-07-12,20190715,300119.SZ,2019-07-12,84.34336879354021,0.0,0,略增,0.0,25.0,252343.8368,8.81326,12.652999999999999,0.009805447470817132,0.05312499999999998,44.05,1.46,29.0,8.074960359115858
6881,-9.538909612817093,-8.52820924922195,-1.170700363595144,-0.0,2019-10-30,20191031,603131.SH,2019-10-30,99.51494899637987,0.0,0,预增,2.0,48.19,104860.0,2.1675,5.7885,0.01248226950354611,0.026027397260274025,57.1995,4.79,47.0,7.117205503164344
6299,-9.01408580183861,-8.517793927299174,-0.656291874539435,-0.04289833261206372,2019-10-14,20191015,300379.SZ,2019-10-14,98.73966038823117,0.00503631961259081,1,预增,2.0,124.78,902549.2125,9.24652,10.6077,0.008909042411309654,-0.03665436654366549,65.7027,1.15,42.0,7.635786861395585
4467,-10.533441463414634,-8.492834816408118,-2.200606647006516,-0.0,2019-03-26,20190327,002438.SZ,2019-03-26,59.31218679518058,0.0,0,预增,2.0,110.0,304616.8759,4.453799999999999,3.0765,0.024350205198358406,0.011097410604192339,39.2853,0.76,61.0,8.068089626278244
4478,-9.446535953661549,-8.473989568789172,-1.1325463848723765,-2.352004582425785e-16,2019-03-27,20190328,002746.SZ,2019-03-27,60.38665561266525,2.7755575615628914e-17,1,预增,2.0,385.025,585689.5935,7.702859999999999,5.5079,-0.008781645569620248,0.008764607679465812,18.5885,0.67,29.0,7.30854279753919
4414,-8.120015288611526,-8.463816301702696,0.18380101309116892,-3.1322412447826913e-16,2019-03-19,20190320,002812.SZ,2019-03-19,58.734140762947334,3.700743415417188e-17,1,预增,2.0,754.0,814474.9518,1.9207,1.8808,-0.0007150629566298896,-0.016569499846578895,56.6876,0.91,91.0,6.812345094177479
5917,-7.198880535966143,-8.46210887776759,1.1032283418014477,-1.1282811837023454,2019-08-12,20190813,002800.SZ,2019-08-10,90.0224929529342,0.13333333333333333,1,预增,2.0,5937.215,148463.84,2.193,2.193,0.0,0.0,86.1531,0.93,98.0,7.055312843339752
6725,-9.317951475796928,-8.455540861733846,-1.0224106140630822,-0.0,2019-10-23,20191024,002351.SZ,2019-10-23,99.58541255429576,0.0,0,预增,2.0,90.0,246765.9964,10.64056,10.8638,0.00263157894736845,0.08450704225352126,69.8992,1.04,14.0,8.17188200612782
769,-6.938851319957756,-8.430352324619703,1.3315010046619464,-0.0,2018-04-18,20180419,002741.SZ,2018-04-18,1.9656347624437227,0.0,0,预增,2.0,85.0,681840.0,0.97112,1.8688,0.005311653116531187,0.005841741901221614,76.527,2.61,57.0,7.047517221357296
2984,-12.542146708463962,-8.36509506734262,-4.337051641121342,-0.0,2018-10-15,20181016,300107.SZ,2018-10-13,23.377691090170018,0.0,0,预增,2.0,1332.88,438494.8870000001,6.57008,9.0563,-0.008104196816208402,-0.05285714285714287,20.6754,1.49,57.0,7.993282328101591
4557,-4.881021303258143,-8.343990825172096,3.3029695219139534,-0.13858196144014076,2019-04-01,20190402,002624.SZ,2019-03-30,60.737049483519854,0.016608594657375176,1,略增,0.0,29.12,1517392.3523,1.4308400000000001,1.2276,-0.020576368876080713,-0.008598726114649667,24.038,0.83,40.0,7.9017475185201445
3731,-7.27248393378774,-8.342193804459633,0.9097098706718927,-0.028040987578015583,2019-01-23,20190124,300422.SZ,2019-01-23,71.87789727515712,0.003361344537815127,1,预增,2.0,59.0,271694.7037,1.32304,0.9868,-0.0013539651837524232,-0.014395393474088325,15.2874,0.67,3.0,7.264730177929867
2766,-9.748526566922767,-8.312566122770198,-1.5959604441525685,-0.0,2018-10-12,20181015,300124.SZ,2018-10-12,22.94494006966742,0,0,略增,0.0,10.0,3320461.3948,0.4117,0.6773,-0.021444043321299632,-0.06502835538752359,36.5032,1.88,96.0,7.980023592310645
1280,-11.809928087306151,-8.304920127112808,-3.6650079601933427,-0.33219680508451294,2018-07-04,20180705,002677.SZ,2018-07-04,19.61245949138641,0.04000000000000007,1,略增,0.0,47.5,492591.6648,1.89908,1.8039,-0.0014823261117445728,0.019917984768599874,34.5362,0.91,10.0,7.707062655370473
4685,-9.211156227239616,-8.29608106885958,-1.0750751583800369,-0.0,2019-04-08,20190409,002790.SZ,2019-04-08,59.45361725475732,0.0,0,预增,2.0,115.0,351488.0,1.09284,0.7768,0.0341005967604433,0.1001602564102564,22.1612,0.74,94.0,7.017506142941256
4419,-6.819454080221299,-8.269763792068629,1.2903097118473292,-1.3231622067309805,2019-03-20,20190321,300637.SZ,2019-03-20,57.41097855621636,0.16,1,略增,0.0,23.595,234583.134,8.003940000000002,7.6035,0.011527208894090105,0.01544943820224711,32.4934,0.91,57.0,6.551080335043404
6768,-5.444974139976278,-8.236646017393015,2.6316718774167374,-0.0,2019-10-25,20191028,002367.SZ,2019-10-25,100.70335343768596,0.0,0,预增,2.0,1507.945,441969.4377,2.8881200000000002,4.2214,0.011809045226130648,0.020581113801452777,86.0565,1.57,6.0,8.162516250140179
852,-5.731843209876549,-8.191298469731134,2.2994552598545854,-0.07037384183728501,2018-04-24,20180425,002557.SZ,2018-04-24,0.10394575493789251,0.008591292588999619,1,略增,0.0,10.0,821340.0,1.0365,1.1129,-0.007715133531157295,-0.009779951100244507,25.7294,1.12,55.0,7.864419904994565
2185,-8.294882515991457,-8.18823830725684,-0.26664420873461636,-0.17779478612254387,2018-08-22,20180823,603027.SH,2018-08-22,29.61674788579557,0.021713435717298668,1,略增,0.0,,249864.9503,3.4479600000000006,5.8577,0.010313901345291499,0.06409529211571201,28.2462,2.03,55.0,6.792344427470809
178,-7.689846683354197,-8.162350633339415,0.3125039499852169,-0.0,2018-03-27,20180328,600176.SH,2018-03-27,-2.648857730158092,0.0,0,略增,0.0,30.0,4663905.2875,1.1259,1.1852,-0.014509576320371444,0.030303030303030346,21.6941,1.12,9.0,8.840290669088972
32,-10.405542675159232,-8.136230279665929,-2.4293123954933034,-2.2582575475343727e-16,2018-02-08,20180209,002369.SZ,2018-02-08,-0.02000040587358654,2.7755575615628914e-17,1,扭亏,1.0,187.29,329551.5644,2.9871799999999995,2.7838,-0.015294117647058831,0.030183727034120676,235.8432,0.88,31.0,7.965198290612176
1386,-9.49093320326357,-8.135516904421921,-1.5154162988416473,-0.08283137170832822,2018-07-10,20180711,300607.SZ,2018-07-10,23.99275344193316,0.010181451612903248,1,略增,0.0,38.07,323393.2444,0.93322,1.7551,-0.009430454622274797,-0.008267370272647297,48.8945,2.18,47.0,6.2324480165505225
5520,-6.379425930680362,-8.126308837504645,1.5868829068242836,-0.03385962015626918,2019-07-12,20190715,300508.SZ,2019-07-12,84.31085559516912,0.004166666666666645,1,扭亏,1.0,4670.925,128772.3987,2.09014,2.0134,-0.007357032457496144,-0.0041546820070309685,98.1223,0.93,42.0,7.066466970136958
1095,-8.131948037889044,-8.11911141272881,-0.17283662516023468,-0.0,2018-04-27,20180502,002397.SZ,2018-04-27,0.7358567844169683,0.0,0,略增,0.0,25.0,305506.108,3.2901199999999995,4.8706,0.012356321839080453,-0.04274611398963732,93.0695,1.76,71.0,7.976938756959434
2996,-12.2854487804878,-8.108397139366458,-4.337051641121342,-0.0,2018-10-15,20181016,000061.SZ,2018-10-15,23.343608095979036,0.0,0,预增,2.0,1609.34,764447.2884,0.28006000000000003,0.3209,-0.022440944881889777,-0.05052631578947373,,1.3,29.0,8.97979449089521
3273,-5.35616103379721,-8.101791506003883,2.585630472206674,-0.0,2018-10-25,20181026,002747.SZ,2018-10-25,27.27881175109677,0.0,0,略增,0.0,20.0,730743.9398,0.8034600000000001,0.7018,0.015187165775401088,0.012072434607645975,77.1647,0.9,61.0,7.176254532017144
4594,-4.594416441528365,-8.057385963442318,3.3029695219139534,-0.13382185746483782,2019-04-01,20190402,002399.SZ,2019-03-30,60.31722642927482,0.016608594657375176,1,预增,2.0,1113.445,3104285.0413,0.57656,0.4614,-0.00324110671936759,0.0012067578439260312,49.9612,0.8,39.0,8.08394570229562
17,-11.608778374748141,-8.04181131050836,-3.7269670642397816,-6.433449048406688,2018-02-05,20180206,002009.SZ,2018-02-05,-2.831168254190744,0.8,1,预增,2.0,175.0,419034.1269,1.5827000000000002,1.8084,-0.010800508259212194,0.03331020124913257,46.8281,1.3,41.0,8.509564164251746
5268,-10.915090901432174,-7.991530856405877,-3.0835600450262977,-0.399576542820294,2019-07-05,20190708,300779.SZ,2019-07-05,81.578663159192,0.05000000000000002,1,略增,0.0,11.5,118700.0,50.35716,34.5155,-0.01752498078401231,0.016920111372884968,73.3432,0.66,3.0,3.6109179126442243
3563,-7.123426797710863,-7.984126627376877,0.7006998296660143,-0.0,2019-01-14,20190115,300595.SZ,2019-01-14,71.48283187351282,0.0,0,略增,0.0,40.0,553900.0188,0.9888999999999999,0.6355,-0.00019885657469549664,0.0047499999999999435,44.2991,0.55,37.0,6.579251212010101
6382,-8.445981185094674,-7.949689310555239,-0.656291874539435,-0.0,2019-10-14,20191015,300529.SZ,2019-10-14,98.78255872084324,0.0,0,略增,0.0,35.0,1296601.1314,1.5731,1.4968,0.01567852437417652,0.02184769038701623,68.8736,0.99,37.0,7.050989447068045
2713,-9.373776036866378,-7.937815592713809,-1.5959604441525685,-0.0,2018-10-12,20181015,300402.SZ,2018-10-12,23.377691090170018,0,0,扭亏,1.0,180.54,74908.4,1.58156,2.2331,-0.02464646464646466,-0.09958506224066398,153.9201,1.44,47.0,7.278628942320682
3844,-9.786012293896441,-7.9234787941087905,-2.022533499787651,-0.1319839978402437,2019-01-28,20190129,300583.SZ,2019-01-28,70.48474601423736,0.01665732959850609,1,略增,0.0,30.0,117689.9248,1.5648399999999998,1.7442,0.0032333921222809942,-0.0005782017924256469,25.4572,1.21,46.0,6.61338421837956
6066,-9.065567952840304,-7.8797928607305225,-1.3457750921097817,-0.0,2019-09-30,20191008,300146.SZ,2019-09-30,93.0864588124468,0,0,略增,0.0,15.0,1645589.6344,0.99954,0.9988,-0.004504976427448923,-0.022524882137244615,25.3595,0.96,37.0,8.07215530818825
6340,-8.359209465020593,-7.862917590481158,-0.656291874539435,-0.0,2019-10-14,20191015,300042.SZ,2019-10-14,98.78657393938148,0.0,0,略增,0.0,15.0,326214.1467,12.913239999999998,24.8565,0.06111484217595702,0.023157894736842172,55.4962,2.97,14.0,8.17526610411206
6346,-8.354639350180506,-7.858347475641071,-0.656291874539435,-0.0,2019-10-14,20191015,300202.SZ,2019-10-14,98.78657393938148,0.0,0,略增,0.0,25.0,470509.1042,11.877320000000001,16.5396,0.04139433551198258,0.10029791459781527,,1.44,14.0,8.035926369891792
2882,-12.034753086419748,-7.857701445298407,-4.337051641121342,-0.052582567685752965,2018-10-15,20181016,000557.SZ,2018-10-13,24.79566096977251,0.006691851052347544,1,预增,2.0,126.19,249314.4612,4.243320000000001,9.5927,0.005797101449275368,0.014285714285714192,55.0682,3.14,64.0,9.090317329376452
1678,-7.29477945205479,-7.8558132682078545,0.40103381615306444,-0.0,2018-07-13,20180716,300537.SZ,2018-07-13,24.831805669283177,0.0,0,略增,0.0,25.63,101034.8061,3.9258199999999994,3.8157,-0.004026845637583902,0.033262561924982226,39.5971,0.91,65.0,6.51471269087253
162,-2.1887715272448256,-7.823647279370802,5.4748757521259765,-0.0,2018-03-26,20180327,002768.SZ,2018-03-26,-3.710254152774544,0.0,0,预增,2.0,75.0,226722.0,3.3729199999999997,4.2488,0.003196881091617935,-0.010254462590201276,34.8105,1.54,91.0,6.900730664045173
