date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-25,34.56,36.07,35.5,34.39,86642.98,0.88,2.54,34.51,34.336,35.606,88519.79,95921.13,104592.26
2018-09-26,35.3,35.92,35.59,35.02,65959.38,0.09,0.25,34.862,34.363,35.516,79604.61,93298.92,102271.3
2018-09-27,35.54,35.97,34.25,34.21,90102.05,-1.34,-3.77,34.89,34.362,35.415,76050.2,93833.9,101474.86
2018-09-28,34.23,34.63,33.76,33.0,83353.43,-0.49,-1.43,34.744,34.238,35.301,79554.24,88183.07,100656.55
2018-10-08,32.88,33.99,32.65,32.42,73449.66,-1.11,-3.29,34.35,34.167,35.144,79901.5,82975.5,100815.51
2018-10-09,32.85,33.47,31.45,30.7,113680.1,-1.2,-3.67,33.54,34.025,34.825,85308.92,86914.36,100530.72
2018-10-10,31.46,32.1,32.06,30.93,70266.93,0.61,1.94,32.834,33.848,34.473,86170.43,82887.52,96903.4
2018-10-11,30.75,31.18,28.85,28.85,111571.86,-3.21,-10.01,31.754,33.322,34.01,90464.4,83257.3,97834.84
2018-10-12,28.4,29.72,29.39,27.21,116130.54,0.54,1.87,30.88,32.812,33.567,97019.82,88287.03,99346.85
2018-10-15,29.39,29.7,29.15,28.9,75814.23,-0.24,-0.82,30.18,32.265,33.276,97492.73,88697.12,93600.28
2018-10-16,28.5,29.4,27.64,27.01,90663.9,-1.51,-5.18,29.418,31.479,32.908,92889.49,89099.21,92510.17
2018-10-17,28.28,29.93,29.73,28.08,127522.5,2.09,7.56,28.952,30.893,32.628,104340.61,95255.52,94277.22
2018-10-18,29.3,30.21,29.29,28.92,101740.07,-0.44,-1.48,29.04,30.397,32.38,102374.25,96419.32,95126.61
2018-10-19,28.68,30.66,30.43,28.28,101768.28,1.14,3.89,29.248,30.064,32.151,99501.8,98260.81,93221.94
2018-10-22,31.34,32.46,32.03,30.32,116773.69,1.6,5.26,29.824,30.002,32.085,107693.69,102593.21,92784.35
2018-10-23,31.6,31.88,31.05,30.8,59327.73,-0.98,-3.06,30.506,29.962,31.994,101426.45,97157.97,92036.17
2018-10-24,31.06,31.6,30.18,29.68,76417.18,-0.87,-2.8,30.596,29.774,31.811,91205.39,97773.0,90330.26
2018-10-25,28.59,29.73,29.38,28.06,64383.75,-0.8,-2.65,30.614,29.827,31.575,83734.13,93054.19,88155.74
2018-10-26,29.88,30.08,28.89,28.28,60026.93,-0.49,-1.67,30.306,29.777,31.295,75385.86,87443.83,87865.43
2018-10-29,28.93,29.31,29.16,28.01,57805.04,0.27,0.94,29.732,29.778,31.022,63592.13,85642.91,87170.01
2018-10-30,28.95,29.31,29.11,27.65,74929.53,-0.05,-0.17,29.344,29.925,30.702,66712.49,84069.47,86584.34
2018-10-31,29.1,29.76,29.15,28.82,85260.08,0.04,0.14,29.138,29.867,30.38,68481.07,79843.23,87549.37
2018-11-01,29.5,30.69,30.09,29.11,134215.94,0.94,3.23,29.28,29.947,30.172,82447.5,83090.82,89755.07
2018-11-02,30.8,31.29,31.03,30.3,127549.23,0.94,3.12,29.708,30.007,30.036,95951.96,85668.91,91964.86
2018-11-05,30.68,31.45,31.25,30.35,75944.52,0.22,0.71,30.126,29.929,29.966,99579.86,81585.99,92089.6
2018-11-06,30.71,31.09,30.46,30.03,47980.94,-0.79,-2.53,30.396,29.87,29.916,94190.14,80451.31,88804.64
2018-11-07,30.7,32.08,31.31,30.6,98491.95,0.85,2.79,30.828,29.983,29.879,96836.52,82658.79,90215.89
2018-11-08,31.45,31.74,30.42,30.3,56719.71,-0.89,-2.84,30.894,30.087,29.957,81337.27,81892.39,87473.29
2018-11-09,30.2,30.98,30.28,30.06,42271.11,-0.14,-0.46,30.744,30.226,30.002,64281.65,80116.81,83780.32
2018-11-12,29.8,31.94,31.93,29.8,85091.13,1.65,5.45,30.88,30.503,30.141,66110.97,82845.41,84244.16
2018-11-13,31.4,32.84,32.32,31.17,96388.61,0.39,1.22,31.252,30.824,30.375,75792.5,84991.32,84530.4
2018-11-14,32.3,32.47,32.18,31.75,49102.46,-0.14,-0.43,31.426,31.127,30.497,65914.6,81375.56,80609.39
2018-11-15,32.02,32.66,32.46,31.88,48207.99,0.28,0.87,31.834,31.364,30.656,64212.26,72774.77,77932.79
2018-11-16,32.45,34.1,33.07,32.35,80256.26,0.61,1.88,32.392,31.568,30.788,71809.29,68045.47,76857.19
2018-11-19,32.95,33.3,32.85,32.07,53080.12,-0.22,-0.67,32.576,31.728,30.829,65407.09,65759.03,73672.51
2018-11-20,32.67,32.7,31.46,31.36,48006.58,-1.39,-4.23,32.404,31.828,30.849,55730.68,65761.59,73106.45
2018-11-21,31.05,31.59,31.2,30.5,53075.18,-0.26,-0.83,32.208,31.817,30.9,56525.23,61219.92,71939.35
2018-11-22,31.23,31.56,30.8,30.62,45262.18,-0.4,-1.28,31.876,31.855,30.971,55936.06,60074.16,70983.27
2018-11-23,30.93,30.93,29.75,29.4,53540.76,-1.05,-3.41,31.212,31.802,31.014,50592.96,61201.13,70658.97
2018-11-26,29.7,30.1,29.53,29.3,27204.02,-0.22,-0.74,30.548,31.562,31.033,45417.74,55412.42,69128.92
2018-11-27,29.85,30.33,30.0,29.7,39683.37,0.47,1.59,30.256,31.33,31.077,43753.1,49741.89,67366.61
2018-11-28,30.03,30.23,30.18,29.6,39810.01,0.18,0.6,30.052,31.13,31.129,41100.07,48812.65,65094.1
2018-11-29,30.51,30.53,29.25,29.0,41535.48,-0.93,-3.08,29.742,30.809,31.087,40354.73,48145.4,60460.08
2018-11-30,29.0,29.25,28.7,27.81,79800.93,-0.55,-1.88,29.532,30.372,30.97,45606.76,48099.86,58072.67
2018-12-03,29.55,29.9,29.71,29.15,71480.89,1.01,3.52,29.568,30.058,30.893,54462.14,49939.94,57849.48
2018-12-04,29.71,29.89,29.66,29.23,38785.68,-0.05,-0.17,29.5,29.878,30.853,54282.6,49017.85,57389.72
2018-12-05,28.9,30.2,30.0,28.68,46121.76,0.34,1.15,29.464,29.758,30.788,55544.95,48322.51,54771.21
2018-12-06,29.72,29.72,28.96,28.5,56671.85,-1.04,-3.47,29.406,29.574,30.715,58572.22,49463.48,54768.82
2018-12-07,29.04,29.44,28.9,28.8,21731.94,-0.06,-0.21,29.446,29.489,30.646,46958.42,46282.59,53741.86
2018-12-10,28.68,29.18,27.86,27.8,48069.58,-1.04,-3.6,29.076,29.322,30.442,42276.16,48369.15,51890.78
2018-12-11,28.2,28.96,28.88,28.14,44618.04,1.02,3.66,28.92,29.21,30.27,43442.63,48862.62,49302.25
2018-12-12,28.9,29.77,29.32,28.9,45904.57,0.44,1.52,28.784,29.124,30.127,43399.2,49472.07,49142.36
2018-12-13,29.38,29.67,29.26,29.07,37150.26,-0.06,-0.2,28.844,29.125,29.967,39494.88,49033.55,48589.47
2018-12-14,29.22,29.22,28.3,28.0,42445.34,-0.96,-3.28,28.724,29.085,29.729,43637.56,45297.99,46698.93
2018-12-17,28.2,28.5,28.38,28.02,21922.68,0.08,0.28,28.828,28.952,29.505,38408.18,40342.17,45141.06
2018-12-18,28.34,28.56,27.88,27.58,42378.82,-0.5,-1.76,28.628,28.774,29.326,37960.33,40701.48,44859.67
2018-12-19,27.88,28.15,27.55,27.44,23987.43,-0.33,-1.18,28.274,28.529,29.144,33576.91,38488.05,43405.28
2018-12-20,27.55,27.85,27.8,27.38,23049.29,0.25,0.91,27.982,28.413,28.994,30756.71,35125.8,42294.64
2018-12-21,27.8,28.37,27.92,27.5,34532.07,0.12,0.43,27.906,28.315,28.902,29174.06,36405.81,41344.2
2018-12-24,27.92,28.3,28.04,27.61,30331.21,0.12,0.43,27.838,28.333,28.828,30855.76,34631.97,41500.56
2018-12-25,27.6,27.84,27.25,26.88,43581.77,-0.79,-2.82,27.712,28.17,28.69,31096.35,34528.34,41695.48
2018-12-26,27.26,27.43,26.5,26.19,43230.19,-0.75,-2.75,27.502,27.888,28.506,34944.91,34260.91,41866.49
2018-12-27,26.81,27.14,26.01,26.01,34255.33,-0.49,-1.85,27.144,27.563,28.344,37186.11,33971.41,41502.48
2018-12-28,26.38,26.38,25.96,25.05,35469.12,-0.05,-0.19,26.752,27.329,28.207,37373.52,33273.79,39285.89
2019-01-02,26.0,26.3,25.51,25.3,34203.01,-0.45,-1.73,26.246,27.042,27.997,38147.88,34501.82,37422.0
2019-01-03,25.5,25.77,25.0,24.71,38347.45,-0.51,-2.0,25.796,26.754,27.764,37101.02,34098.69,37400.09
2019-01-04,24.8,26.18,25.91,24.62,42287.48,0.91,3.64,25.678,26.59,27.56,36912.48,35928.69,37208.37
2019-01-07,26.12,27.43,27.06,25.91,74799.74,1.15,4.44,25.888,26.516,27.465,45021.36,41103.74,38114.77
2019-01-08,26.75,27.17,26.63,26.55,29736.78,-0.43,-1.59,26.022,26.387,27.351,43874.89,40624.21,38515.01
2019-01-09,26.7,27.13,26.36,26.35,40580.03,-0.27,-1.01,26.192,26.219,27.276,45150.3,41649.09,38140.53
2019-01-10,26.69,26.69,26.2,26.02,28528.84,-0.16,-0.61,26.432,26.114,27.142,43186.57,40143.8,37336.07
2019-01-11,26.2,26.57,26.11,25.71,28350.33,-0.09,-0.34,26.472,26.075,26.982,40399.14,38655.81,36458.36
2019-01-14,26.38,26.78,26.68,26.02,35510.97,0.57,2.18,26.396,26.142,26.853,32541.39,38781.38,36376.39
2019-01-15,26.5,27.16,27.07,26.21,39432.45,0.39,1.46,26.484,26.253,26.791,34480.52,39177.71,36225.75
2019-01-16,27.25,28.88,27.3,27.04,86230.4,0.23,0.85,26.672,26.432,26.737,43610.6,44380.45,39441.14
2019-01-17,27.66,27.66,27.0,26.97,34520.2,-0.3,-1.1,26.832,26.632,26.693,44808.87,43997.72,39048.2
2019-01-18,26.93,27.18,26.85,26.3,34863.0,-0.15,-0.56,26.98,26.726,26.658,46111.4,43255.27,39591.98
2019-01-21,26.87,27.88,27.55,26.85,49328.25,0.7,2.61,27.154,26.775,26.646,48874.86,40708.13,40905.93
2019-01-22,27.59,27.68,27.36,27.2,21008.49,-0.19,-0.69,27.212,26.848,26.618,45190.07,39835.3,40229.75
2019-01-23,27.17,27.69,27.59,27.17,26104.37,0.23,0.84,27.27,26.971,26.595,33164.86,38387.73,40018.41
2019-01-24,27.59,28.12,27.6,27.31,32055.46,0.01,0.04,27.39,27.111,26.613,32671.91,38740.39,39442.09
2019-01-25,27.48,27.92,27.37,27.34,30875.82,-0.23,-0.83,27.494,27.237,26.656,31874.48,38992.94,38824.38
2019-01-28,27.37,28.47,28.12,27.37,49356.64,0.75,2.74,27.608,27.381,26.762,31880.16,40377.51,39579.44
2019-01-29,28.02,28.4,28.27,27.3,31029.28,0.15,0.53,27.79,27.501,26.877,33884.31,39537.19,39357.45
2019-01-30,28.0,28.3,27.88,27.86,15941.02,-0.39,-1.38,27.848,27.559,26.996,31851.64,32508.25,38444.35
2019-01-31,27.86,28.2,27.78,27.6,20412.06,-0.1,-0.36,27.884,27.637,27.135,29522.96,31097.44,37547.58
2019-02-01,27.9,28.46,28.36,27.88,28664.44,0.58,2.09,28.082,27.788,27.257,29080.69,30477.58,36866.43
2019-02-11,28.12,30.82,30.78,28.12,96678.24,2.42,8.53,28.614,28.111,27.443,38545.01,35212.58,37960.35
2019-02-12,30.44,31.5,30.7,30.44,63769.35,-0.08,-0.26,29.1,28.445,27.647,45093.02,39488.67,39661.98
2019-02-13,30.89,32.5,32.0,30.59,82592.51,1.3,4.24,29.924,28.886,27.929,58423.32,45137.48,41762.61
2019-02-14,31.74,31.99,31.5,31.27,43915.86,-0.5,-1.56,30.668,29.276,28.194,63124.08,46323.52,42531.96
2019-02-15,31.3,32.23,31.11,31.01,45035.1,-0.39,-1.24,31.218,29.65,28.444,66398.21,47739.45,43366.2
2019-02-18,31.5,32.47,32.25,31.24,45727.12,1.14,3.66,31.512,30.063,28.722,56207.99,47376.5,43877.0
2019-02-19,32.18,33.07,32.05,31.69,67396.74,-0.2,-0.62,31.782,30.441,28.971,56933.47,51013.24,45275.22
2019-02-20,32.29,32.45,31.41,30.91,52520.67,-0.64,-2.0,31.664,30.794,29.177,50919.1,54671.21,43589.73
2019-02-21,31.3,32.36,31.43,31.26,73776.39,0.02,0.06,31.65,31.159,29.398,56891.2,60007.64,45552.54
2019-02-22,31.2,31.96,31.83,30.7,58387.3,0.4,1.27,31.794,31.506,29.647,59561.64,62979.93,46728.76
2019-02-25,32.02,34.58,34.29,32.02,120688.53,2.46,7.73,32.202,31.857,29.984,74553.93,65380.96,50296.77
2019-02-26,34.29,34.3,33.23,32.11,115548.99,-1.06,-3.09,32.438,32.11,30.278,84184.38,70558.92,55023.79
2019-02-27,33.25,33.51,31.99,31.23,104764.68,-1.24,-3.73,32.554,32.109,30.498,94633.18,72776.14,58956.81
2019-02-28,31.6,32.5,32.05,31.57,44317.9,0.06,0.19,32.678,32.164,30.72,88741.48,72816.34,59569.93
2019-03-01,32.17,32.92,31.9,31.38,74565.66,-0.15,-0.47,32.692,32.243,30.947,91977.15,75769.4,61754.42
2019-03-04,32.4,33.55,32.32,31.97,152667.28,0.42,1.32,32.298,32.25,31.157,98372.9,86463.41,66919.96
2019-03-05,32.32,33.39,33.35,31.96,138991.11,1.03,3.19,32.322,32.38,31.411,103061.33,93622.85,72318.05
2019-03-06,33.2,33.6,33.36,32.53,116629.11,0.01,0.03,32.596,32.575,31.685,105434.21,100033.7,77352.45
2019-03-07,33.27,36.25,34.96,32.69,202601.45,1.6,4.8,33.178,32.928,32.044,137090.92,112916.2,86461.92
2019-03-08,33.85,36.83,34.85,33.3,187374.92,-0.11,-0.32,33.768,33.23,32.368,159652.77,125814.96,94397.45
2019-03-11,35.43,36.17,36.0,34.45,129592.26,1.15,3.3,34.504,33.401,32.629,155037.77,126705.34,96043.15
2019-03-12,36.8,38.58,37.37,36.08,166358.25,1.37,3.81,35.308,33.815,32.963,160511.2,131786.26,101172.59
2019-03-13,37.25,37.25,34.4,34.34,142981.95,-2.97,-7.95,35.516,34.056,33.083,165781.77,135607.99,104192.06
2019-03-14,34.77,34.89,33.53,33.14,75946.17,-0.87,-2.53,35.23,34.204,33.184,140450.71,138770.82,105793.58
2019-03-15,33.85,34.13,32.97,32.5,91742.94,-0.56,-1.67,34.854,34.311,33.277,121324.31,140488.54,108128.97
2019-03-18,33.14,33.63,33.58,32.5,67345.92,0.61,1.85,34.37,34.437,33.344,108875.05,131956.41,109209.91
2019-03-19,33.56,34.64,33.76,33.42,70386.69,0.18,0.54,33.648,34.478,33.429,89680.73,125095.97,109359.41
2019-03-20,33.55,33.95,33.48,32.46,71160.26,-0.28,-0.83,33.464,34.49,33.533,75316.4,120549.08,110291.39
2019-03-21,33.48,34.32,33.7,33.21,74911.62,0.22,0.66,33.498,34.364,33.646,75109.49,107780.1,110348.15
2019-03-22,33.99,33.99,33.41,32.89,59403.34,-0.29,-0.86,33.586,34.22,33.725,68641.57,94982.94,110398.95
2019-03-25,32.5,33.34,32.35,32.27,68847.85,-1.06,-3.17,33.34,33.855,33.628,68941.95,88908.5,107806.92
2019-03-26,32.64,32.98,31.65,31.49,67439.74,-0.7,-2.16,32.918,33.283,33.549,68352.56,79016.65,105401.46
2019-03-27,31.8,31.99,31.41,30.82,58557.36,-0.24,-0.76,32.504,32.984,33.52,65831.98,70574.19,103091.09
2019-03-28,31.41,32.24,31.57,30.91,54434.96,0.16,0.51,32.078,32.788,33.496,61736.65,68423.07,103596.94
2019-03-29,31.41,32.85,32.65,30.9,85986.03,1.08,3.42,31.926,32.756,33.534,67053.19,67847.38,104167.96
2019-04-01,32.83,34.14,33.97,32.82,91707.07,1.32,4.04,32.25,32.795,33.616,71625.03,70283.49,101119.95
2019-04-02,33.9,34.91,34.15,33.82,90031.1,0.18,0.53,32.75,32.834,33.656,76143.3,72247.93,98671.95
2019-04-03,33.99,35.0,34.27,33.87,56820.31,0.12,0.35,33.322,32.913,33.702,75795.89,70813.94,95681.51
2019-04-04,34.29,34.8,33.5,33.22,95664.96,-0.77,-2.25,33.708,32.893,33.629,84041.89,72889.27,90334.69
2019-04-08,34.18,34.18,32.56,32.08,84955.67,-0.94,-2.81,33.69,32.808,33.514,83835.82,75444.51,85213.72
2019-04-09,32.4,33.32,32.53,32.08,57608.43,-0.03,-0.09,33.402,32.826,33.341,77016.09,74320.56,81614.53
2019-04-10,32.28,32.53,32.07,31.6,58213.64,-0.46,-1.41,32.986,32.868,33.076,70652.6,73397.95,76207.3
2019-04-11,31.94,32.28,31.39,31.34,51063.09,-0.68,-2.12,32.41,32.866,32.925,69501.16,72648.53,71611.36
2019-04-12,31.25,31.63,31.41,31.08,37809.71,0.02,0.06,31.992,32.85,32.819,57930.11,70986.0,69704.53
2019-04-15,31.75,32.44,31.19,31.16,60000.79,-0.22,-0.7,31.718,32.704,32.73,52939.13,68387.48,68117.43
2019-04-16,31.17,32.37,32.14,30.21,79101.64,0.95,3.05,31.64,32.521,32.658,57237.77,67126.93,68705.21
2019-04-17,32.1,32.5,32.0,31.81,58834.4,-0.14,-0.44,31.626,32.306,32.57,57361.93,64007.26,68127.6
2019-04-18,32.16,32.28,32.2,31.7,41422.54,0.2,0.62,31.788,32.099,32.506,55433.82,62467.49,66640.71
2019-04-19,32.2,32.5,32.13,31.9,42197.69,-0.07,-0.22,31.932,31.962,32.428,56311.41,57120.76,65005.02
2019-04-22,32.11,32.28,31.52,31.5,40191.23,-0.61,-1.9,31.998,31.858,32.333,52349.5,52644.32,64044.41
2019-04-23,31.83,32.02,31.23,30.89,44662.32,-0.29,-0.92,31.816,31.728,32.277,45461.64,51349.71,62835.13
2019-04-24,31.3,31.97,31.95,30.52,63306.7,0.72,2.31,31.806,31.716,32.292,46356.1,51859.01,62628.48
2019-04-25,31.76,31.88,30.69,30.4,56269.05,-1.26,-3.94,31.504,31.646,32.256,49325.4,52379.61,62514.07
2019-04-26,30.69,30.92,30.25,30.05,47297.93,-0.44,-1.43,31.128,31.53,32.19,50345.45,53328.43,62157.22
2019-04-29,30.77,31.98,30.8,30.62,100033.67,0.55,1.82,30.984,31.491,32.098,62313.93,57331.72,62859.6
2019-04-30,30.65,31.77,31.14,30.5,36923.12,0.34,1.1,30.966,31.391,31.956,60766.09,53113.87,60120.4
2019-05-06,29.9,29.9,28.39,28.03,70928.62,-2.75,-8.83,30.254,31.03,31.668,62290.48,54323.29,59165.28
2019-05-07,28.55,28.84,28.11,27.74,49694.48,-0.28,-0.99,29.738,30.621,31.36,60975.56,55150.48,58808.98
2019-05-08,27.49,28.65,27.92,26.92,59864.74,-0.19,-0.68,29.272,30.2,31.081,63488.93,56917.19,57018.97
2019-05-09,27.7,28.47,28.1,27.6,31109.13,0.18,0.65,28.732,29.858,30.858,49704.02,56008.98,54326.65
2019-05-10,28.24,29.84,29.58,28.24,72678.88,1.48,5.27,28.42,29.693,30.711,56855.17,58810.63,55080.17
2019-05-13,29.11,30.28,29.69,29.11,38396.54,0.11,0.37,28.68,29.467,30.592,50348.75,56319.62,54089.31
2019-05-14,29.4,29.99,29.06,28.88,38844.35,-0.63,-2.12,28.87,29.304,30.475,48178.73,54577.15,53478.38
2019-05-15,29.5,29.69,29.6,29.1,30052.36,0.54,1.86,29.206,29.239,30.385,42216.25,52852.59,53090.51
2019-05-16,29.52,29.84,29.42,29.38,24383.78,-0.18,-0.61,29.47,29.101,30.296,40871.18,45287.6,51309.66
2019-05-17,29.65,30.81,29.9,29.56,71848.57,0.48,1.63,29.534,28.977,30.184,40705.12,48780.15,50947.01
2019-05-20,29.67,30.7,30.6,29.67,44147.93,0.7,2.34,29.716,29.198,30.114,41855.4,46102.08,50212.68
2019-05-21,30.5,31.25,30.65,29.88,47630.76,0.05,0.16,30.034,29.452,30.037,43612.68,45895.7,50523.09
2019-05-22,30.6,31.51,31.43,30.55,58793.13,0.78,2.54,30.4,29.803,30.002,49360.83,45788.54,51352.86
2019-05-23,31.53,31.53,30.23,30.11,45524.66,-1.2,-3.82,30.562,30.016,29.937,53589.01,47230.1,51619.54
2019-05-24,30.33,30.85,29.61,29.61,35544.77,-0.62,-2.05,30.504,30.019,29.856,46328.25,43516.69,51163.66
2019-05-27,29.87,32.0,31.86,29.87,81815.45,2.25,7.6,30.756,30.236,29.852,53861.75,47858.58,52089.1
2019-05-28,31.87,32.18,32.0,31.37,70952.08,0.14,0.44,31.026,30.53,29.917,58526.02,51069.35,52823.25
2019-05-29,32.23,32.68,32.27,31.87,78712.01,0.27,0.84,31.194,30.797,30.018,62509.79,55935.31,54393.95
2019-05-30,32.15,32.6,32.38,31.64,52880.53,0.11,0.34,31.624,31.093,30.097,63980.97,58784.99,52036.29
2019-05-31,32.17,33.8,33.35,32.06,77550.75,0.97,3.0,32.372,31.438,30.208,72382.16,59355.21,54067.68
2019-06-03,33.34,34.35,32.98,32.84,88162.01,-0.37,-1.11,32.596,31.676,30.437,73651.48,63756.62,54929.35
2019-06-04,33.25,33.25,31.95,31.15,90504.42,-0.93,-2.83,32.586,31.806,30.629,77561.94,68043.98,56969.84
2019-06-05,32.25,32.69,31.4,31.39,60497.47,-0.55,-1.72,32.412,31.803,30.803,73919.04,68214.42,57001.48
2019-06-06,31.64,32.27,31.5,31.25,49813.29,0.1,0.32,32.236,31.93,30.973,73305.59,68643.28,57936.69
2019-06-10,31.5,32.4,32.36,31.33,43813.24,0.86,2.73,32.038,32.205,31.112,66558.09,69470.13,56493.41
2019-06-11,32.3,33.3,33.22,31.54,65077.86,0.86,2.66,32.086,32.341,31.289,61941.26,67796.37,57827.47
2019-06-12,33.22,33.49,33.03,32.82,33196.43,-0.19,-0.57,32.302,32.444,31.487,50479.66,64020.8,57545.08
2019-06-13,32.9,34.17,33.83,32.71,75702.5,0.8,2.42,32.788,32.6,31.699,53520.66,63719.85,59827.58
2019-06-14,33.7,34.26,33.25,33.25,50362.85,-0.58,-1.71,33.138,32.687,31.89,53630.58,63468.08,61126.54
2019-06-17,33.4,33.71,32.65,32.57,28124.2,-0.6,-1.8,33.196,32.617,32.028,50492.77,58525.43,58940.32
2019-06-18,32.68,34.15,33.9,32.68,63931.02,1.25,3.83,33.332,32.709,32.193,50263.4,56102.33,59929.47
2019-06-19,34.59,35.5,34.15,34.07,74995.78,0.25,0.74,33.556,32.929,32.368,58623.27,54551.46,61297.72
2019-06-20,34.03,35.17,34.66,34.02,53196.38,0.51,1.49,33.722,33.255,32.529,54122.05,53821.36,61017.89
2019-06-21,34.83,35.6,35.17,34.7,53131.86,0.51,1.47,34.106,33.622,32.776,54675.85,54153.21,61398.25
2019-06-24,35.37,36.25,35.42,34.91,62005.75,0.25,0.71,34.66,33.928,33.067,61452.16,55972.46,62721.29
2019-06-25,35.37,35.37,34.91,34.36,33607.46,-0.51,-1.44,34.862,34.097,33.219,55387.45,52825.42,60310.89
2019-06-26,34.7,35.68,35.17,34.63,37353.55,0.26,0.74,35.066,34.311,33.378,47859.0,53241.14,58630.97
2019-06-27,35.02,35.77,35.44,34.9,34189.5,0.27,0.77,35.222,34.472,33.536,44057.62,49089.84,56404.84
2019-06-28,35.06,36.3,36.19,34.74,53491.05,0.75,2.12,35.426,34.766,33.727,44129.46,49402.66,56435.37
2019-07-01,36.9,37.55,36.93,36.36,59491.46,0.74,2.04,35.728,35.194,33.906,43626.6,52539.38,55532.4
2019-07-02,36.7,37.4,36.3,36.12,38764.27,-0.63,-1.71,36.006,35.434,34.072,44657.97,50022.71,53062.52
2019-07-03,36.22,36.25,35.9,35.5,29761.85,-0.4,-1.1,36.152,35.609,34.269,43139.63,45499.31,50025.39
2019-07-04,36.13,36.7,35.95,35.65,31842.33,0.05,0.14,36.254,35.738,34.497,42670.19,43363.91,48592.63
2019-07-05,36.06,36.09,35.55,34.9,37907.05,-0.4,-1.11,36.126,35.776,34.699,39553.39,41841.43,47997.32
2019-07-08,35.71,35.85,33.68,32.68,80573.9,-1.87,-5.26,35.476,35.602,34.765,43769.88,43698.24,49835.35
2019-07-09,33.77,34.24,33.44,33.0,59814.54,-0.24,-0.71,34.904,35.455,34.776,47979.93,46318.95,49572.19
2019-07-10,33.81,34.05,33.42,33.2,36561.67,-0.02,-0.06,34.408,35.28,34.796,49339.9,46239.76,49740.45
2019-07-11,33.82,34.0,33.34,33.06,29220.89,-0.08,-0.24,33.886,35.07,34.771,48815.61,45742.9,47416.37
2019-07-12,33.09,33.68,33.28,32.7,24240.04,-0.06,-0.18,33.432,34.779,34.773,46082.21,42817.8,46110.23
2019-07-15,32.88,34.68,34.02,32.51,56398.17,0.74,2.22,33.5,34.488,34.841,41247.06,42508.47,47523.93
2019-07-16,34.02,34.3,33.58,33.28,40630.1,-0.44,-1.29,33.528,34.216,34.825,37410.17,42695.05,46358.88
2019-07-17,33.58,33.99,33.73,33.28,21549.49,0.15,0.45,33.59,33.999,34.804,34407.74,41873.82,43686.57
2019-07-18,33.34,33.64,32.82,32.73,33618.96,-0.91,-2.7,33.486,33.686,34.712,35287.35,42051.48,42707.69
2019-07-19,32.81,34.65,34.06,32.81,63631.27,1.24,3.78,33.642,33.537,34.657,43165.6,44623.9,43232.67
2019-07-22,34.27,34.43,33.3,33.03,39683.41,-0.76,-2.23,33.498,33.499,34.551,39822.65,40534.85,42116.55
2019-07-23,33.38,35.5,35.04,33.19,61335.85,1.74,5.22,33.79,33.659,34.557,43963.8,40686.99,43502.97
2019-07-24,35.04,35.59,35.15,34.72,47992.56,0.11,0.31,34.074,33.832,34.556,49252.41,41830.07,44034.92
2019-07-25,35.11,35.4,35.3,34.73,40132.67,0.15,0.43,34.57,34.028,34.549,50555.15,42921.25,44332.08
2019-07-26,35.11,35.27,34.82,34.65,29120.54,-0.48,-1.36,34.722,34.182,34.481,43653.01,43409.3,43113.55
2019-07-29,34.86,36.0,34.9,34.51,43278.13,0.08,0.23,35.042,34.27,34.379,44371.95,42097.3,42302.88
2019-07-30,34.96,35.5,34.8,34.64,44738.72,-0.1,-0.29,34.994,34.392,34.304,41052.52,42508.16,42601.61
