,code,解禁时间,限售股类型,解禁前20日涨跌幅,解禁后20日涨跌幅,解禁股占流通股比例,市场,股票名称,解禁前一日股价
0,603165,2020-01-17T00:00:00,首发原股东限售股份,0.0725663716593275,-0.0665566558206173,2.99873737373737,sh,荣晟环保,18.18
1,600936,2017-08-15T00:00:00,首发原股东限售股份,0.0210249667038177,0.032175031827233,2.98661107666667,sh,广西广电,7.77
2,600617,2016-12-23T00:00:00,定向增发机构配售股份,-0.0802005012635236,-0.0699364214423176,2.98442045516292,sh,国新能源,11.01
3,601811,2019-08-08T00:00:00,首发原股东限售股份,-0.137575236129948,0.334995015313226,2.97753025418222,sh,新华文轩,10.03
4,603637,2020-02-10T00:00:00,首发原股东限售股份,-0.0513495721487519,0.0013879207325887,2.97737601942601,sh,镇海股份,14.41
5,603398,2018-12-10T00:00:00,首发原股东限售股份,-0.0245009075090944,0.0930232557847929,2.97174590071667,sh,邦宝益智,10.75
6,600871,2016-03-03T00:00:00,定向增发机构配售股份,0.0276422769651503,-0.19778481039024,2.96296296222222,sh,石化油服,6.32
7,601038,2015-08-10T00:00:00,首发原股东限售股份,0.4490445856812,-0.28278388238787,2.9594,sh,一拖股份,13.65
8,603218,2020-02-17T00:00:00,首发原股东限售股份,-0.121995464836619,-0.0289256198059937,2.95892622625505,sh,日月股份,19.36
9,603166,2017-11-27T00:00:00,首发原股东限售股份,-0.229523809372633,-0.0111248457775338,2.95027000776884,sh,福达股份,8.09
10,603178,2020-03-30T00:00:00,首发原股东限售股份,-0.125950053979116,-0.0496894408958328,2.94331181445362,sh,圣龙股份,8.05
11,002703,2015-11-02T00:00:00,首发原股东限售股份,0.371874999977479,-0.0954188812311678,2.93239753333333,zxb,浙江世宝,39.51
12,600515,2017-10-25T00:00:00,定向增发机构配售股份,-0.0725530461247478,-0.00590405875259426,2.92241441657159,sh,海航基础,13.55
13,603117,2016-06-29T00:00:00,首发原股东限售股份,0.0722143018223236,-0.0245726496191795,2.91841653333333,sh,万林物流,18.72
14,600733,2019-08-23T00:00:00,定向增发机构配售股份,-0.105521472288548,-0.0452674898021854,2.88647384944734,sh,北汽蓝谷,7.29
15,603803,2018-04-23T00:00:00,首发原股东限售股份,0.0590024330900243,0.0103388856978748,2.86956957746479,sh,瑞斯康达,17.41
16,601619,2020-07-27T00:00:00,首发原股东限售股份,0.0515463910533054,0.225490196394629,2.83718513404683,sh,嘉泽新能,3.06
17,000791,2015-12-28T00:00:00,定向增发机构配售股份,-0.143957345929099,-0.230449826979745,2.82144509932329,szzb,甘肃电投,14.45
18,300285,2015-01-13T00:00:00,首发原股东限售股份,-0.071839951629391,0.00261267148678228,2.81876769258568,cyb,国瓷材料,30.62
19,300601,2018-02-07T00:00:00,首发原股东限售股份,-0.137436762245473,0.317448680212316,2.81124404761905,cyb,康泰生物,40.92
20,600061,2016-02-22T00:00:00,定向增发机构配售股份,-0.174133949179694,-0.0178970917075036,2.81024352774314,sh,国投资本,17.88
21,603839,2020-02-14T00:00:00,首发原股东限售股份,0.01614086546037,0.127075812553469,2.79192700282483,sh,安正时尚,13.85
22,002661,2015-03-16T00:00:00,首发原股东限售股份,0.0771172181577739,0.301744337397874,2.78507152745731,zxb,克明面业,38.41
23,603226,2020-06-16T00:00:00,首发原股东限售股份,-0.0391510520957185,0.0662431943447558,2.77708941007027,sh,菲林格尔,11.02
24,000672,2016-05-09T00:00:00,定向增发机构配售股份,-0.122708039670361,-0.0241157554187224,2.77600860902769,szzb,上峰水泥,6.22
25,002677,2015-12-11T00:00:00,"追加承诺限售股份上市流通,首发原股东限售股份",-0.0565947243573681,0.140315200809792,2.775,zxb,浙江美大,19.67
26,600606,2018-07-02T00:00:00,定向增发机构配售股份,-0.0224215246582934,0.0161148340997474,2.77498111072188,sh,绿地控股,6.54
27,002729,2017-09-13T00:00:00,首发原股东限售股份,-0.240148333198945,0.012698922916396,2.77149321266968,zxb,好利来,62.21
28,002957,2020-07-27T00:00:00,首发原股东限售股份,0.0220677314814815,0.00436334769080548,2.75334641463415,zxb,科瑞技术,25.21
29,603337,2020-01-20T00:00:00,首发原股东限售股份,0.132786093580613,-0.0515771525986966,2.75061298200451,sh,杰克股份,23.46
0,603180,2020-05-12T00:00:00,首发原股东限售股份,0.000764526008043031,0.0408644494954579,2.74826810309907,sh,金牌厨柜,65.45
1,002120,2019-12-24T00:00:00,定向增发机构配售股份,0.00683816345508699,0.0459249676137524,2.74077645227221,zxb,韵达股份,30.92
2,002736,2017-12-29T00:00:00,首发原股东限售股份,-0.142164781817512,0.265536723374989,2.73566163091279,zxb,国信证券,10.62
3,603260,2018-10-30T00:00:00,首发原股东限售股份,-0.166393591768355,-0.0476086483446502,2.7263115,sh,合盛硅业,45.79
4,002644,2015-02-05T00:00:00,首发原股东限售股份,0.0625302956084205,0.0187043796026153,2.72258064516129,zxb,佛慈制药,21.92
5,000710,2019-08-16T00:00:00,"定向增发机构配售股份,追加承诺限售股份上市流通",-0.0321811679897812,0.0560344826418078,2.71604272093736,szzb,贝瑞基因,32.48
6,002676,2015-05-27T00:00:00,首发原股东限售股份,0.233683249568251,-0.272086117402373,2.71029760675923,zxb,顺威股份,27.03
7,600903,2018-11-07T00:00:00,首发原股东限售股份,-0.00467836270523047,-0.0317273794752805,2.70017862309562,sh,贵州燃气,25.53
8,601225,2017-02-03T00:00:00,首发原股东限售股份,0.095041322148724,0.0735849053846312,2.690036900369,sh,陕西煤业,5.3
9,603997,2018-03-02T00:00:00,首发原股东限售股份,-0.0333919156656762,0.159999997245862,2.68421052631579,sh,继峰股份,11.0
10,603818,2018-05-16T00:00:00,首发原股东限售股份,0.0235562345160847,-0.226459368726868,2.67849978724698,sh,曲美家居,13.47
11,601985,2018-06-12T00:00:00,首发原股东限售股份,-0.10582822032065,-0.0325900509337464,2.67001002063071,sh,中国核电,5.83
12,603196,2020-06-01T00:00:00,首发原股东限售股份,-0.0278128945576009,0.0412804667434265,2.6697247706422,sh,日播时尚,7.69
13,603712,2019-02-26T00:00:00,首发原股东限售股份,0.0206422021291427,0.100561797645296,2.664368,sh,七一二,17.8
14,601608,2015-07-06T00:00:00,首发原股东限售股份,-0.487489214738963,0.195286195209793,2.64031095573384,sh,中信重工,11.88
15,603298,2019-12-27T00:00:00,首发原股东限售股份,-0.0377358488465492,-0.0138888885996521,2.62782109694474,sh,杭叉集团,12.24
16,601878,2018-06-26T00:00:00,首发原股东限售股份,-0.281678082191781,-0.0393325387365912,2.6255239978952,sh,浙商证券,8.39
17,603876,2019-04-18T00:00:00,首发原股东限售股份,-0.0415647918876863,-0.181122449044448,2.62500307692308,sh,鼎胜新材,19.6
18,002352,2018-01-23T00:00:00,定向增发机构配售股份,-0.0315952704289424,0.0308246597574851,2.62164508870123,zxb,顺丰控股,49.96
19,601900,2019-02-15T00:00:00,首发原股东限售股份,-0.0236486486303778,0.070357553728622,2.61638594417621,sh,南方传媒,8.67
20,603877,2018-01-09T00:00:00,首发原股东限售股份,-0.0910760189278339,0.168484848445407,2.61392727272727,sh,太平鸟,24.75
21,002811,2019-09-09T00:00:00,首发原股东限售股份,0.0167832168068464,0.0371389273152509,2.60771251111111,zxb,郑中设计,14.54
22,300682,2018-08-01T00:00:00,首发原股东限售股份,-0.229090905535948,-0.0784198110003036,2.597008,cyb,朗新科技,16.96
23,600339,2020-01-03T00:00:00,定向增发机构配售股份,0.0362537765984178,-0.192419825184879,2.59697012576233,sh,中油工程,3.43
24,600233,2019-09-30T00:00:00,定向增发机构配售股份,0.00352112658578396,0.114035087741601,2.58310726717096,sh,圆通速递,11.4
25,603619,2018-12-18T00:00:00,首发原股东限售股份,-0.0377743745836874,-0.16923076912571,2.58303139242152,sh,中曼石油,18.85
26,300768,2020-04-14T00:00:00,首发原股东限售股份,-0.229076620825147,0.148572884811417,2.58228142964259,cyb,迪普科技,39.24
27,603988,2017-11-06T00:00:00,首发原股东限售股份,-0.0086717135962402,0.0793486288033102,2.57142857142857,sh,中电电机,72.02
28,603377,2019-02-14T00:00:00,首发原股东限售股份,0.0893772890198536,0.0255548085520055,2.5666896661536,sh,东方时尚,14.87
29,603989,2018-05-15T00:00:00,首发原股东限售股份,-0.0670870133961231,-0.0781292241847954,2.55555555555556,sh,艾华集团,36.99
0,601212,2020-02-17T00:00:00,首发原股东限售股份,-0.181818181091637,-0.0228758180787971,2.54916999774545,sh,白银有色,3.06
1,002505,2017-09-06T00:00:00,定向增发机构配售股份,-0.0168539326268779,-0.114285691938435,2.54689210558326,zxb,大康农业,3.5
2,603339,2019-05-20T00:00:00,首发原股东限售股份,-0.159710628723108,-0.00596026490972702,2.53884968951984,sh,四方科技,15.1
3,002180,2017-10-09T00:00:00,定向增发机构配售股份,0.0705394190831825,0.0320648343847697,2.53231309969048,zxb,纳思达,28.38
4,601595,2019-08-19T00:00:00,首发原股东限售股份,0.137268359408553,0.200965600212702,2.52207881823968,sh,上海电影,16.57
5,603338,2018-03-26T00:00:00,首发原股东限售股份,-0.0337353076127315,0.0314375899905324,2.51541373715522,sh,浙江鼎力,63.3
6,603105,2019-07-09T00:00:00,首发原股东限售股份,-0.0642201867090697,-0.333333331064096,2.50340909090909,sh,芯能科技,10.2
7,603609,2015-08-10T00:00:00,首发原股东限售股份,0.0915178570110975,-0.285787321059743,2.4865988875,sh,禾丰牧业,19.56
8,600093,2018-07-02T00:00:00,定向增发机构配售股份,-0.174447174173898,0.0912698459727542,2.48102404267361,sh,易见股份,10.08
9,603326,2020-06-16T00:00:00,首发原股东限售股份,0.0482430018567423,0.282840902449892,2.48007656168436,sh,我乐家居,17.6
10,603696,2018-12-10T00:00:00,首发原股东限售股份,-0.0480427051441854,-0.0223946450641298,2.47826086956522,sh,安记食品,10.7
11,603389,2019-12-16T00:00:00,首发原股东限售股份,-0.066115701827644,0.0831858406306643,2.47776365946633,sh,*ST亚振,5.65
12,000723,2019-09-18T00:00:00,定向增发机构配售股份,0.159782608847746,-0.175257731961876,2.47631510189417,szzb,美锦能源,10.67
13,603707,2018-07-19T00:00:00,首发原股东限售股份,0.048220436175144,-0.12887914743492,2.44765669291339,sh,健友股份,27.39
14,603060,2019-11-11T00:00:00,首发原股东限售股份,-0.0984009841578508,-0.049113233274914,2.446790176648,sh,国检集团,21.99
15,000555,2017-01-24T00:00:00,定向增发机构配售股份,-0.068807339480785,0.0620689654943122,2.43425608897681,szzb,神州信息,20.3
16,300527,2019-08-06T00:00:00,首发原股东限售股份,-0.150805270622053,0.301724137923584,2.43008998358395,cyb,中船应急,11.6
17,603001,2015-04-27T00:00:00,首发原股东限售股份,0.182142857241895,0.186178247534068,2.42867403740092,sh,奥康国际,26.48
18,600996,2019-12-27T00:00:00,首发原股东限售股份,0.0453955896004456,-0.0806451607109775,2.42457570917755,sh,贵广网络,8.06
19,002807,2017-09-04T00:00:00,首发原股东限售股份,-0.019543973670717,-0.181893687503997,2.42194238596676,zxb,江阴银行,12.04
20,000727,2016-02-01T00:00:00,定向增发机构配售股份,-0.378405651003897,-0.0454545453151618,2.40701809329421,szzb,*ST东科,6.16
21,603318,2018-04-27T00:00:00,首发原股东限售股份,-0.044037940490975,-0.119858156455894,2.40112994350282,sh,派思股份,14.11
22,603660,2017-12-01T00:00:00,首发原股东限售股份,-0.132495417695,0.0564443101452813,2.39322276,sh,苏州科达,33.13
23,603089,2020-02-03T00:00:00,首发原股东限售股份,-0.0346045197221795,-0.101682516152453,2.39120670624081,sh,正裕工业,13.67
24,002926,2019-02-11T00:00:00,首发原股东限售股份,-0.053937432096164,0.354618015747304,2.38694749142857,zxb,华西证券,8.77
25,002739,2016-01-22T00:00:00,首发原股东限售股份,-0.300435643553476,-0.00871829710926927,2.38333333333333,zxb,万达电影,88.32
26,603861,2019-03-22T00:00:00,首发原股东限售股份,0.11248892845193,-0.0199044586300338,2.37860962029813,sh,白云电器,12.56
27,600909,2017-12-06T00:00:00,首发原股东限售股份,-0.230529595224602,0.0337381926214217,2.3775,sh,华安证券,7.41
28,601952,2020-05-15T00:00:00,首发原股东限售股份,-0.0207920793132338,-0.0829120327493572,2.36669427665442,sh,苏垦农发,9.89
29,603677,2020-02-06T00:00:00,首发原股东限售股份,-0.159967845437273,0.102392346702437,2.36497803766116,sh,奇精机械,10.45
0,002928,2019-03-04T00:00:00,首发原股东限售股份,0.0599151642189597,0.0915457729258218,2.36111555555556,zxb,华夏航空,19.99
1,002645,2015-07-10T00:00:00,首发原股东限售股份,-0.050837988767765,0.321954090469569,2.35262008733624,zxb,华宏科技,16.99
2,603757,2020-07-13T00:00:00,首发原股东限售股份,0.185897435660287,-0.0416686045147139,2.352,sh,大元泵业,18.5
3,601069,2018-01-22T00:00:00,首发原股东限售股份,-0.0956354309559131,0.0170333584564414,2.35177865612648,sh,西部黄金,14.09
4,601615,2020-01-23T00:00:00,首发原股东限售股份,0.0145631065071435,-0.0757575754211976,2.35173005799203,sh,明阳智能,12.54
5,002830,2019-12-13T00:00:00,首发原股东限售股份,-0.0648988136398769,0.0731343283560246,2.3468875502008,zxb,名雕股份,13.4
6,603885,2018-05-28T00:00:00,首发原股东限售股份,0.0653769261284195,0.0102146403467812,2.34630983013486,sh,吉祥航空,15.97
7,603797,2020-04-13T00:00:00,首发原股东限售股份,-0.060894386458539,0.151975683694312,2.34183431386319,sh,联泰环保,9.87
8,603380,2020-06-22T00:00:00,首发原股东限售股份,0.0449507383481667,0.0950273787912238,2.34065493540009,sh,易德龙,16.97
9,600180,2015-08-31T00:00:00,定向增发机构配售股份,-0.387160299299143,0.566838046105026,2.33774039287018,sh,瑞茂通,15.56
10,601965,2015-06-11T00:00:00,首发原股东限售股份,0.307143887244127,-0.382334385101151,2.33743009375,sh,中国汽研,15.85
11,603585,2019-12-16T00:00:00,首发原股东限售股份,0.0286885247394349,0.0627490039736147,2.33333333333333,sh,苏利股份,20.08
12,603101,2019-05-06T00:00:00,首发原股东限售股份,-0.210007047069395,0.0663780540191729,2.33333333333333,sh,汇嘉时代,11.21
13,603528,2019-05-06T00:00:00,首发原股东限售股份,-0.176008968695968,0.0216424040241555,2.30529345913961,sh,多伦科技,7.35
14,600977,2019-08-09T00:00:00,首发原股东限售股份,-0.112796552178267,0.135774218026636,2.30442477876106,sh,中国电影,13.11
15,603958,2019-07-01T00:00:00,首发原股东限售股份,0.00890585217331651,-0.034047920121165,2.29338343268131,sh,哈森股份,7.93
16,603501,2018-05-04T00:00:00,首发原股东限售股份,-0.0831504511094854,-0.133921507712766,2.2828125,sh,韦尔股份,37.6
17,001979,2019-07-02T00:00:00,首发原股东限售股份,-0.0101289136100059,0.0101984058627924,2.28106640303676,szzb,招商蛇口,21.5
18,600170,2015-04-24T00:00:00,"定向增发机构配售股份,股权分置限售股份",0.26103286378329,0.129715357022784,2.28086745960272,sh,上海建工,13.43
19,603517,2018-03-19T00:00:00,首发原股东限售股份,0.0825847562422895,0.0781584600430671,2.274048,sh,绝味食品,37.36
20,603177,2020-02-07T00:00:00,首发原股东限售股份,-0.107495068454225,0.0209944743204129,2.27125506072874,sh,德创环保,9.05
21,000796,2018-11-14T00:00:00,定向增发机构配售股份,0.211570248013864,-0.0259208731181238,2.2614332226787,szzb,凯撒旅业,7.33
22,603658,2017-09-01T00:00:00,首发原股东限售股份,0.079186602884632,0.0526117418766305,2.2509,sh,安图生物,45.11
23,300613,2020-02-20T00:00:00,首发原股东限售股份,0.116570892486045,-0.200714210720594,2.23655220363861,cyb,富瀚微,190.42
24,603043,2020-06-29T00:00:00,首发原股东限售股份,-0.083447864469503,0.0729396905418887,2.21890781362513,sh,广州酒家,31.67
25,603928,2019-12-12T00:00:00,首发原股东限售股份,-0.000877193542838771,0.085162423644798,2.21164859848817,sh,兴业股份,11.39
26,603617,2020-07-15T00:00:00,首发原股东限售股份,0.301526717184419,-0.123167155257479,2.20831415374359,sh,君禾股份,13.64
27,603615,2020-02-13T00:00:00,首发原股东限售股份,-0.129629629068602,0.0602836876167673,2.2058823666919,sh,茶花股份,8.46
28,603486,2019-05-28T00:00:00,首发原股东限售股份,-0.164814105021081,-0.029760772831574,2.20001296758105,sh,科沃斯,43.58
29,603088,2017-11-13T00:00:00,首发原股东限售股份,0.102885821669013,-0.0480091013232912,2.2,sh,宁波精达,43.95
0,600236,2016-12-13T00:00:00,"定向增发机构配售股份,股权分置限售股份",-0.0618401208076316,0.0,2.19396114999379,sh,桂冠电力,6.22
1,002687,2015-07-28T00:00:00,首发原股东限售股份,-0.305105105081886,-0.23336214355802,2.18750859088362,zxb,乔治白,11.57
2,603003,2015-08-17T00:00:00,首发原股东限售股份,0.0751419835412141,-0.429500203102704,2.1770951370996,sh,龙宇燃油,24.61
3,002602,2015-07-29T00:00:00,首发原股东限售股份,0.145689655317409,0.740936555778894,2.17484894259819,zxb,世纪华通,26.58
4,002181,2015-06-19T00:00:00,"定向增发机构配售股份,首发原股东限售股份",0.207433036060624,-0.278306878309997,2.17397787186862,zxb,粤传媒,18.9
5,603883,2018-04-23T00:00:00,首发原股东限售股份,0.0898728628147936,0.0327180321670269,2.17391480435234,sh,老百姓,74.58
6,000056,2018-09-10T00:00:00,定向增发机构配售股份,0.0891762644602008,-0.0818815329675628,2.15867841305607,szzb,皇庭国际,11.48
7,600958,2016-03-23T00:00:00,首发原股东限售股份,0.115443817345094,-0.128794848219062,2.158663507,sh,东方证券,21.74
8,002114,2016-11-16T00:00:00,"定向增发机构配售股份,追加承诺限售股份上市流通",0.0929791271367037,-0.174305555601009,2.15280995886626,zxb,罗平锌电,28.8
9,603767,2020-06-15T00:00:00,首发原股东限售股份,0.0121351890719334,0.216954022467905,2.15235702674745,sh,中马传动,6.96
10,603919,2019-03-11T00:00:00,首发原股东限售股份,0.118061674026913,0.263199369361855,2.1423072390903,sh,金徽酒,12.69
11,300621,2020-03-18T00:00:00,首发原股东限售股份,0.0509490510219336,0.0560836500825129,2.13747924068596,cyb,维业股份,10.52
12,002795,2019-04-29T00:00:00,首发原股东限售股份,-0.0275012257778724,-0.0428194993237095,2.13725490196078,zxb,永和智控,15.18
13,603680,2019-02-27T00:00:00,首发原股东限售股份,0.0637348632935022,-0.00239664470885789,2.13669833333333,sh,今创集团,16.69
14,601211,2016-06-27T00:00:00,首发原股东限售股份,0.027985364522541,0.0511627905852488,2.13049785245902,sh,国泰君安,17.2
15,300304,2015-03-24T00:00:00,首发原股东限售股份,0.169974554735692,-0.0365376250148102,2.125,cyb,云意电气,22.99
16,002880,2020-07-28T00:00:00,首发原股东限售股份,-0.0682706767168522,0.113621691489786,2.1246199813584,zxb,卫光生物,61.96
17,603138,2020-03-06T00:00:00,首发原股东限售股份,-0.0141065886339483,-0.15659776944998,2.12460222462266,sh,海量数据,25.16
18,002868,2020-05-06T00:00:00,首发原股东限售股份,-0.0123380627398154,0.077598874375971,2.1201248049922,zxb,绿康生化,16.01
